Event Name,Date,Player1,Player2,Player1 UTR,Player2 UTR,Score
,2016-02-28,Kaylan Bigun,Vinyas Bhat,13.24,0.0,"6-0, 6-0"
,2016-02-28,Kaylan Bigun,Ashton Kroeger,13.24,9.0,"6-0, 6-0"
,2016-02-28,Kaylan Bigun,Kai Mills,13.24,10.0,"6-4, 6-1"
,2016-02-20,Owen Kolbrenner,Andrei Crabel,0.0,11.58,"6-2, 6-1"
,2016-02-20,Otto Sterner,Giacomo Revelli,10.0,12.0,"None-4, 5-3(6)"
,2016-02-20,Patrick Toman,Aadarsh Tripathi,9.9,12.91,6-2
,2016-02-20,Aadarsh Tripathi,Tyler Skeete,12.91,0.0,7-5
,2016-02-20,Giacomo Revelli,Patrick Mpalanyi,12.0,9.0,"4-0, 4-0"
,2016-02-19,Giacomo Revelli,Tom Dobson,12.0,0.0,"4-2, 4-3(1)"
,2016-02-19,Giacomo Revelli,Louis Bowden,12.0,12.0,"6-1, 6-0"
,2016-02-19,Giacomo Revelli,Gregor Webster,12.0,12.0,"6-0, 6-3"
,2016-02-19,Giacomo Revelli,Nikesh Tanna,12.0,0.0,"4-2, 4-1"
,2016-02-19,Giacomo Revelli,Esah Hayat,12.0,9.0,"6-0, 1-1"
,2016-02-19,Michael Jalpota,Giacomo Revelli,0.0,12.0,"6-2, 7-6(3)"
,2016-02-19,Nicholas Adesalu,Giacomo Revelli,10.0,12.0,"4-3(3), 4-1"
,2016-02-19,Giacomo Revelli,Henry Bowden,12.0,10.0,"6-3, 3-6, 1-0(7)"
,2016-02-14,Cody Wechter,Kaylan Bigun,0.0,13.24,"6-3, 7-5"
,2016-02-14,Dedric Ray,Aadarsh Tripathi,10.0,12.91,"1-6, 6-3, 1-0(4)"
,2016-02-14,Aadarsh Tripathi,Ethan Quinn,12.91,14.85,"6-3, 7-5"
,2016-02-14,Aadarsh Tripathi,Patrick Toman,12.91,9.9,"7-6(5), 4-6, 1-0(9)"
,2016-02-14,Aadarsh Tripathi,Gabriel Lopez,12.91,5.0,"6-2, 6-2"
,2016-02-14,Aadarsh Tripathi,Martin Duris,12.91,11.0,"6-1, 6-2"
,2016-02-14,Kurt Miller,Rudy Quan,11.0,13.59,"6-4, 6-3"
,2016-02-14,Rudy Quan,Neil Ramaswamy,13.59,0.0,"3-6, 6-2, 1-0(1)"
,2016-02-14,Kaylan Bigun,Kareem Ansari,13.24,9.0,"7-6(5), 6-0"
,2016-02-14,Dedric Ray,Emon Van Loben Sels,10.0,13.59,"6-2, 6-7(7), 1-0(1)"
,2016-02-14,Emon Van Loben Sels,Justin Tian,13.59,0.0,"6-1, 6-4"
,2016-02-14,Emon Van Loben Sels,Aaditya Talati,13.59,0.0,"6-1, 7-5"
,2016-02-14,Jason LEW,Emon Van Loben Sels,0.0,13.59,"6-1, 6-4"
,2016-02-14,Kaylan Bigun,Connor Swenson,13.24,0.0,"6-2, 6-1"
,2016-02-14,Kaylan Bigun,Ignatio Tran,13.24,0.0,"6-0, 6-1"
,2016-02-14,Kaylan Bigun,Ryan Lee,13.24,0.0,"6-1, 6-1"
,2016-02-13,Andy Zau,Andrei Crabel,9.0,11.58,"6-3, 6-2"
,2016-02-06,Ivor Mandic,Giacomo Revelli,9.0,12.0,"4-1, 4-0"
,2016-02-06,Deji Thomas-Smith,Giacomo Revelli,11.0,12.0,"4-3(3), 4-1"
,2016-02-06,Giacomo Revelli,Carl Pearce,12.0,0.0,"4-3(2), 4-0"
,2016-01-30,Darian Quinonez,Emon Van Loben Sels,9.0,13.59,8-1
,2016-01-30,Emon Van Loben Sels,Jonathan Maravilla,13.59,0.0,8-5
,2016-01-30,Rudy Quan,Cole Fowler,13.59,0.0,"6-0, 6-1"
,2016-01-30,Adam Groves,Giacomo Revelli,11.0,12.0,"6-4, 6-4"
,2016-01-30,Aadarsh Tripathi,Nicholas Chen,12.91,11.0,8-2
,2016-01-30,Aadarsh Tripathi,Ethan Quinn,12.91,14.85,8-2
,2016-01-30,Aadarsh Tripathi,Anirudh Poruri,12.91,6.0,8-2
,2016-01-30,Aadarsh Tripathi,Anish Anumandla,12.91,9.0,8-4
,2016-01-30,Rudy Quan,Ashish Pandian,13.59,0.0,"6-1, 6-1"
,2016-01-30,Matthew Do,Rudy Quan,0.0,13.59,"6-0, 6-0"
,2016-01-30,Giacomo Revelli,Toby Rust,12.0,0.0,"6-1, 6-1"
,2016-01-23,Adam Farag-Cao,Andrei Crabel,11.0,11.58,8-4
,2016-01-23,Spencer Johnson,Alexander Hanson,13.43,0.0,"6-0, 6-1"
,2016-01-23,Nicolas Calixto,Andrei Crabel,11.0,11.58,"6-4, 6-1"
,2016-01-23,Marcos Zelver,Spencer Johnson,10.0,13.43,"7-5, 7-5"
,2016-01-23,Spencer Johnson,Logan Derby,13.43,0.0,"6-1, 6-2"
,2016-01-18,Spencer Johnson,Ben Bicknell,13.43,0.0,"6-1, 6-1"
,2016-01-18,Isaac Smith,Spencer Johnson,0.0,13.43,"5-7, 7-6, 6-4"
,2016-01-18,Blake Kasday,Spencer Johnson,12.0,13.43,"6-0, 2-6, 1-0"
,2016-01-18,Spencer Johnson,Nicholas Dietrich,13.43,0.0,"6-0, 6-2"
,2016-01-18,Spencer Johnson,Caleb Aguirre,13.43,0.0,"6-0, 6-1"
,2016-01-17,John KIM,Emon Van Loben Sels,12.0,13.59,8-3
,2016-01-17,Alex Koong,Aadarsh Tripathi,10.0,12.91,8-6
,2016-01-09,Alex Richards,Giacomo Revelli,7.0,12.0,"4-2, 4-0"
,2016-01-09,Harvey Kilsby,Giacomo Revelli,9.0,12.0,"4-1, 4-2"
,2016-01-04,Matas Vasiliauskas,Giacomo Revelli,12.48,12.0,"7-6(3), 6-4"
,2016-01-03,Giacomo Revelli,Tom Skinner,12.0,11.0,"6-4, 6-3"
,2016-01-03,Giacomo Revelli,Samuel Alcock,12.0,0.0,"6-0, 6-0"
,2016-01-03,Giacomo Revelli,George Dembicki,12.0,0.0,"6-1, 6-1"
,2016-01-03,Giacomo Revelli,Frederick Withers,12.0,10.0,"6-4, 6-0"
,2016-01-01,Alex Suk,Kaylan Bigun,10.0,13.24,"4-6, 7-5, 1-0(6)"
,2016-01-01,Kaylan Bigun,Deacon Thomas,13.24,12.0,"7-5, 6-4"
,2016-01-01,Kaylan Bigun,Peter Anastasakis,13.24,0.0,"6-1, 6-3"
,2016-01-01,Ozan Baris,Kaylan Bigun,13.66,13.24,"6-3, 3-6, 7-5"
,2015-12-30,Henry Jones,Giacomo Revelli,0.0,12.0,"1-6, 6-4, 1-0(11)"
,2015-12-30,Giacomo Revelli,Marcus Whelan,12.0,0.0,"6-3, 6-2"
,2015-12-30,Giacomo Revelli,Gregor Webster,12.0,12.0,"6-1, 6-0"
,2015-12-30,Mukhtar Andu,Giacomo Revelli,13.0,12.0,"7-6(3), 6-0"
,2015-12-30,Giacomo Revelli,William Everett,12.0,0.0,"6-1, 6-4"
,2015-12-29,Emon Van Loben Sels,johnathan xie,13.59,0.0,"6-3, 6-0"
,2015-12-29,Aadarsh Tripathi,Kaanshak Sharma,12.91,0.0,"6-1, 6-3"
,2015-12-29,Arya Patel,Andrei Crabel,0.0,11.58,"6-3, 6-1"
,2015-12-29,Emon Van Loben Sels,Mason Nguyen,13.59,10.0,"6-1, 6-2"
,2015-12-29,Emon Van Loben Sels,Anonymous Player,13.59,0.0,"6-2, 6-1"
,2015-12-29,Jake Blumwald,Aadarsh Tripathi,9.0,12.91,"6-7, 6-3, 1-0(6)"
,2015-12-29,Nate Sassoon,Andrei Crabel,0.0,11.58,"7-5, 6-0"
,2015-12-29,Aadarsh Tripathi,Nicholas Throgmorton,12.91,7.0,"6-1, 7-5"
,2015-12-22,Evan WEN,Kaylan Bigun,12.0,13.24,"6-1, 6-4"
,2015-12-22,Spencer Johnson,Jason Shuler,13.43,12.0,"6-1, 6-4"
,2015-12-22,Spencer Johnson,Donovan Spigner,13.43,0.0,"6-3, 7-6(3)"
,2015-12-22,Eduardo Gonzalez,Rudy Quan,11.0,13.59,"6-2, 7-5"
,2015-12-22,Fnu Nidunjianzan,Spencer Johnson,13.47,13.43,"7-6(1), 6-3"
,2015-12-22,Spencer Johnson,Tom Varzandeh,13.43,11.65,"6-4, 7-5"
,2015-12-22,Rudy Quan,Rio Ishikawa,13.59,0.0,8-0
,2015-12-22,Rudy Quan,Adam Farag-Cao,13.59,11.0,8-0
,2015-12-22,Rudy Quan,Nathan Bernardo,13.59,0.0,8-3
,2015-12-21,Aarron Lee,Giacomo Revelli,0.0,12.0,"6-1, 6-1"
,2015-12-21,Tom Owen,Giacomo Revelli,0.0,12.0,"6-0, 6-1"
,2015-12-21,Max Basing,Giacomo Revelli,13.45,12.0,"6-3, 6-4"
,2015-12-18,Ethan Lai,Andrei Crabel,0.0,11.58,"6-2, 6-0"
,2015-12-12,Shashank Eeda,Aadarsh Tripathi,0.0,12.91,"6-1, 7-5"
,2015-12-12,Rudy Quan,Colin Blakely,13.59,0.0,"6-0, 6-1"
,2015-12-12,Rudy Quan,James Ignatius,13.59,0.0,"5-7, 6-3, 1-0(4)"
,2015-12-12,Kareem Ansari,Rudy Quan,9.0,13.59,"6-3, 6-4"
,2015-12-12,Aadarsh Tripathi,Justin K Lam,12.91,0.0,8-2
,2015-12-05,Daniel Cohen,Kaylan Bigun,12.0,13.24,"6-0, 6-2"
,2015-12-05,Kaylan Bigun,Nicholas Bowles-Rokudo,13.24,11.0,"6-0, 6-1"
,2015-11-28,Aadarsh Tripathi,Dedric Ray,12.91,10.0,"6-1, 6-3"
,2015-11-28,Emon Van Loben Sels,Michael Evans,13.59,0.0,"6-0, 6-1"
,2015-11-28,Lukas Bachmann,Aadarsh Tripathi,0.0,12.91,"6-2, 6-3"
,2015-11-28,Emon Van Loben Sels,Aaditya Talati,13.59,0.0,"6-2, 6-0"
,2015-11-28,Emon Van Loben Sels,Julien Simonian,13.59,9.0,"6-3, 7-5"
,2015-11-28,Aadarsh Tripathi,Anshul Kulkarni,12.91,0.0,"6-2, 6-2"
,2015-11-28,Emon Van Loben Sels,Ryan Hoang,13.59,0.0,"6-1, 6-4"
,2015-11-28,Justin Tian,Emon Van Loben Sels,0.0,13.59,"7-6(4), 3-6, 1-0(7)"
,2015-11-28,Aadarsh Tripathi,Zachary Fuchs,12.91,12.74,"7-6(0), 6-2"
,2015-11-28,Andrei Crabel,Jonas Kohout,11.58,0.0,"6-2, 6-1"
,2015-11-28,Travis Pimentel,Andrei Crabel,6.0,11.58,"7-5, 6-1"
,2015-11-28,Aadarsh Tripathi,Bryant Chen,12.91,0.0,"6-4, 6-1"
,2015-11-21,Aadarsh Tripathi,George Dominise,12.91,0.0,"6-2, 6-4"
,2015-11-21,Cooper Hosley,Aadarsh Tripathi,0.0,12.91,"6-0, 6-4"
,2015-11-21,Riley Boyden,Aadarsh Tripathi,0.0,12.91,"7-5, 7-5"
,2015-11-15,Kaylan Bigun,Greyson Casey,13.24,12.0,"6-1, 6-1"
,2015-11-15,Kaylan Bigun,Ntal Richards,13.24,0.0,"6-1, 6-1"
,2015-11-15,Aaron Eliscu,Kaylan Bigun,11.0,13.24,"6-3, 6-3"
,2015-11-15,ADAM SUN,Kaylan Bigun,10.0,13.24,8-1
,2015-11-14,Kaylan Bigun,Kou Misawa,13.24,0.0,"6-1, 6-2"
,2015-11-14,Kaylan Bigun,Luke Deleo,13.24,0.0,"6-0, 6-1"
,2015-11-14,Ali Habib,Giacomo Revelli,12.65,12.0,"6-3, 6-3"
,2015-11-14,Giacomo Revelli,Brendan Emmanuel,12.0,10.0,"1-6, 6-0, 1-0(9)"
,2015-11-14,Giacomo Revelli,Elkan Dillon,12.0,8.0,"6-2, 6-0"
,2015-11-14,Giacomo Revelli,Esah Hayat,12.0,9.0,"6-3, 6-2"
,2015-11-09,Spencer Johnson,Joshua Hunt,13.43,0.0,"6-4, 6-7, 6-1"
,2015-11-09,Jonathan Dollahite,Spencer Johnson,0.0,13.43,"6-1, 6-0"
,2015-11-09,Spencer Johnson,Jason Michel,13.43,0.0,"6-0, 6-3"
,2015-11-09,Spencer Johnson,Tyler Miller,13.43,0.0,"4-6, 6-2, 6-3"
,2015-11-09,Spencer Johnson,Luke Silverman,13.43,0.0,"6-2, 6-1"
,2015-11-09,Spencer Johnson,George Racz,13.43,0.0,"6-0, 6-1"
,2015-11-09,Hardy Owen,Spencer Johnson,11.0,13.43,"6-3, 6-1"
,2015-11-09,Spencer Johnson,Phillip Albright ,13.43,0.0,"6-1, 6-1"
,2015-11-09,William Crawford,Spencer Johnson,8.0,13.43,"6-0, 6-0"
,2015-11-08,Andrei Crabel,Finn McMillan,11.58,0.0,"6-2, 6-1"
,2015-11-08,Jordan Assil,Andrei Crabel,0.0,11.58,"3-6, 6-0, 7-6(3)"
,2015-11-07,Giacomo Revelli,Nathan Richelle,12.0,0.0,"4-0, 4-3(4)"
,2015-11-07,Giacomo Revelli,Ashley De Sa,12.0,7.0,"4-1, 4-0"
,2015-11-07,Robin Vercaemer,Giacomo Revelli,0.0,12.0,"4-1, 4-2"
,2015-11-07,Callum Rendle,Giacomo Revelli,0.0,12.0,"4-0, 4-2"
,2015-10-31,Herrick Legaspi,Rudy Quan,11.0,13.59,"6-3, 6-1"
,2015-10-31,Rudy Quan,Raghav Jangbahadur,13.59,11.0,"6-0, 6-4"
,2015-10-31,Rudy Quan,Stefan Meier,13.59,7.0,"6-1, 2-6, 7-6(5)"
,2015-10-31,Rudy Quan,Luc Pham,13.59,0.0,"6-1, 6-0"
,2015-10-31,Rudy Quan,Patrick Toman,13.59,9.9,"6-1, 6-0"
,2015-10-31,Dedric Ray,Aadarsh Tripathi,10.0,12.91,"3-6, 7-5, 7-6(8)"
,2015-10-31,Roy Richa,Andrei Crabel,0.0,11.58,"6-2, 6-1"
,2015-10-31,Andrei Crabel,Zachary Amith,11.58,0.0,"6-1, 6-1"
,2015-10-30,Aarron Lee,Giacomo Revelli,0.0,12.0,"6-2, 6-4"
,2015-10-30,Giacomo Revelli,Haruki Omori Cowie,12.0,11.0,"6-2, 6-1"
,2015-10-30,Giacomo Revelli,Benjamin Sharp,12.0,0.0,"6-0, 2-0"
,2015-10-30,Giacomo Revelli,Brendan Emmanuel,12.0,10.0,"6-2, 6-4"
,2015-10-30,Giacomo Revelli,Louis QUAYNOR,12.0,0.0,6-4
,2015-10-30,Giacomo Revelli,Aleksandar Andic,12.0,10.0,"6-1, 6-2"
,2015-10-25,Andrei Crabel,Bernard Su ,11.58,0.0,"6-0, 6-1"
,2015-10-25,Kenneth Vu,Andrei Crabel,0.0,11.58,"6-1, 6-2"
,2015-10-24,Justin Lee,Andrei Crabel,5.0,11.58,"7-5, 6-1"
,2015-10-11,Emon Van Loben Sels,Anish Anumandla,13.59,9.0,"4-6, 6-3, 1-0(4)"
,2015-10-11,Jiaxi Ma,Kaylan Bigun,0.0,13.24,"6-2, 6-2"
,2015-10-11,Aadarsh Tripathi,Julian DeSousa,12.91,11.3,"6-2, 6-2"
,2015-10-11,Aadarsh Tripathi,Darren Wang,12.91,0.0,"6-0, 6-1"
,2015-10-11,Farzan Amiri,Aadarsh Tripathi,9.44,12.91,"6-2, 6-3"
,2015-10-11,Jason LEW,Aadarsh Tripathi,0.0,12.91,"6-3, 7-5"
,2015-10-11,Emon Van Loben Sels,Julian DeSousa,13.59,11.3,"6-2, 6-3"
,2015-10-11,Brian Chong,Kaylan Bigun,9.0,13.24,"6-0, 6-2"
,2015-10-11,Emon Van Loben Sels,Dylan Tsoi,13.59,11.0,"6-1, 6-2"
,2015-10-11,Emon Van Loben Sels,Ethan Quinn,13.59,14.85,"6-4, 6-4"
,2015-10-11,Emon Van Loben Sels,Stefan Meier,13.59,7.0,"6-2, 6-3"
,2015-10-11,Farzan Amiri,Emon Van Loben Sels,9.44,13.59,"6-4, 6-2"
,2015-10-03,Emon Van Loben Sels,Neil Chulani,13.59,9.0,"6-3, 6-4"
,2015-10-03,Rudy Quan,Julian DeSousa,13.59,11.3,"6-2, 6-0"
,2015-10-03,Jason Mateescu,Rudy Quan,0.0,13.59,"6-2, 6-0"
,2015-10-03,Rudy Quan,Shrish Choudhary,13.59,10.0,"6-1, 6-0"
,2015-10-03,Rudy Quan,Nikhil Abraham,13.59,0.0,"7-5, 6-0"
,2015-10-03,Luke Bollinger,Aadarsh Tripathi,12.0,12.91,"6-4, 6-2"
,2015-10-03,Henry Huang,Aadarsh Tripathi,0.0,12.91,"2-6, 6-4, 6-3"
,2015-10-03,Aadarsh Tripathi,Spencer Leung,12.91,10.0,"7-6(2), 6-1"
,2015-10-03,Aadarsh Tripathi,Abhinand Eedara,12.91,10.0,"6-3, 6-3"
,2015-10-03,Rudy Quan,Darian Quinonez,13.59,9.0,"6-3, 6-1"
,2015-10-03,Emon Van Loben Sels,Jason LEW,13.59,0.0,"6-3, 7-6(4)"
,2015-10-03,Alexander Chang,Rudy Quan,13.0,13.59,"6-1, 6-1"
,2015-10-03,Ethan Quinn,Emon Van Loben Sels,14.85,13.59,"4-6, 6-0, 6-1"
,2015-10-03,Marin Banuelos,Emon Van Loben Sels,0.0,13.59,"6-3, 6-2"
,2015-10-03,Emon Van Loben Sels,Asha Dehmoubed,13.59,0.0,"6-0, 6-1"
,2015-10-03,Ethan Dula,Andrei Crabel,0.0,11.58,"7-5, 6-2"
,2015-10-02,Andrei Crabel,Jacob Roytman,11.58,0.0,7-1
,2015-10-02,Andrei Crabel,Zachary Song,11.58,0.0,4-3
,2015-10-02,Andrei Crabel,Khoi-Viet Luu,11.58,0.0,4-3
,2015-09-07,TJ Wells,Spencer Johnson,11.0,13.43,"6-3, 6-3"
,2015-09-07,Spencer Johnson,Kyle Garner,13.43,10.0,"7-5, 7-5"
,2015-09-07,Spencer Johnson,Caden Hasler,13.43,0.0,"4-6, 6-3, 6-3"
,2015-09-07,Spencer Johnson,Oliver Kempel,13.43,0.0,"6-1, 6-1"
,2015-09-07,Spencer Johnson,Morgan H Schilling,13.43,10.0,"1-6, 6-3, 6-3"
,2015-09-06,Luke Bollinger,Rudy Quan,12.0,13.59,"6-4, 6-3"
,2015-09-06,Nicolas Scheller,Kaylan Bigun,0.0,13.24,"6-3, 6-1"
,2015-09-06,Aadarsh Tripathi,Jonah Richards,12.91,0.0,"6-4, 6-2"
,2015-09-06,Aadarsh Tripathi,Taki Adachi,12.91,11.31,"6-3, 6-3"
,2015-09-06,Henry Huang,Aadarsh Tripathi,0.0,12.91,"7-5, 6-1"
,2015-09-06,Emon Van Loben Sels,Nicholas Chen,13.59,11.0,"6-3, 2-6, 1-0(9)"
,2015-09-06,Patrick Toman,Emon Van Loben Sels,9.9,13.59,"6-1, 6-1"
,2015-09-06,Alexander Volgin,Emon Van Loben Sels,0.0,13.59,"None-6, 6-2, 1-0(12)"
,2015-09-06,Jake Vassel,Rudy Quan,12.0,13.59,"6-1, 6-1"
,2015-09-06,Zachary Fuchs,Rudy Quan,12.74,13.59,"6-3, 6-1"
,2015-09-06,Cole Stelse,Kaylan Bigun,12.0,13.24,"6-2, 6-1"
,2015-09-06,Brian Chong,Aadarsh Tripathi,9.0,12.91,"6-4, 6-3"
,2015-09-06,Kaylan Bigun,Ethan Nguyen,13.24,9.0,"6-2, 6-0"
,2015-09-06,Kaylan Bigun,Jack Hubbard,13.24,0.0,"6-0, 6-0"
,2015-09-06,Kaylan Bigun,Ntal Richards,13.24,0.0,"7-5, 6-3"
,2015-09-06,Rudy Quan,Jeremy Wu,13.59,0.0,"6-0, 6-0"
,2015-09-05,Emon Van Loben Sels,Eugene Lee,13.59,10.0,"6-0, 6-0"
,2015-09-05,Emon Van Loben Sels,Jonathan Maravilla,13.59,0.0,"6-2, 6-0"
,2015-09-05,Emon Van Loben Sels,Sourav Vemulapalli,13.59,0.0,"6-0, 6-3"
,2015-09-05,Emon Van Loben Sels,Shane Timmons,13.59,0.0,"6-0, 6-0"
,2015-08-22,Stefan Meier,Aadarsh Tripathi,7.0,12.91,"7-5, 4-6, 7-6(6)"
,2015-08-22,Neil Chulani,Aadarsh Tripathi,9.0,12.91,"6-1, 6-2"
,2015-08-22,Aadarsh Tripathi,Curtis Lin,12.91,0.0,"7-5, 6-3"
,2015-08-21,Matthew DOE,Giacomo Revelli,0.0,12.0,"6-2, 6-1"
,2015-08-21,Dominic Spicer,Giacomo Revelli,11.0,12.0,"7-6(4), 7-6(5)"
,2015-08-21,Giacomo Revelli,Alex Fox,12.0,8.0,"6-4, 6-1"
,2015-08-21,Giacomo Revelli,Ids Waterbolk,12.0,11.09,"6-0, 4-6, 6-2"
,2015-08-21,Giacomo Revelli,Oskar Lockyer,12.0,0.0,"4-0, 4-2"
,2015-08-21,Giacomo Revelli,Oliver Richards,12.0,0.0,"3-5, 5-3, 1-0(4)"
,2015-08-21,Giacomo Revelli,Ciaran Brewer,12.0,9.0,"6-0, 6-3"
,2015-08-15,Aadarsh Tripathi,Cal Hunter,12.91,0.0,"6-2, 6-4"
,2015-08-15,Aadarsh Tripathi,Prithvi Saravanan,12.91,0.0,"6-2, 6-0"
,2015-08-15,Coby McCaig,Aadarsh Tripathi,0.0,12.91,"6-0, 6-1"
,2015-08-08,Herrick Legaspi,Rudy Quan,11.0,13.59,"6-0, 6-0"
,2015-08-08,Aadarsh Tripathi,Seiya Duran,12.91,0.0,"4-6, 6-1, 1-0(5)"
,2015-08-08,Alexander Chang,Aadarsh Tripathi,13.0,12.91,"6-1, 6-1"
,2015-08-08,Luvdeep Bal,Rudy Quan,0.0,13.59,"1-6, 7-6(4), 1-0(7)"
,2015-08-07,Hudson Beaudoin,Kaylan Bigun,0.0,13.24,"6-3, 6-4"
,2015-08-07,Grant Wiedeman,Kaylan Bigun,0.0,13.24,"6-4, 6-3"
,2015-08-07,Kaylan Bigun,Filip Cebic,13.24,0.0,"6-4, 7-6"
,2015-08-07,Kaylan Bigun,Christopher Smith,13.24,0.0,"6-1, 6-1"
,2015-08-07,Jeffrey Etterbeek,Kaylan Bigun,11.0,13.24,"6-1, 6-2"
,2015-08-03,Paul Riegraf,Alexander Hoogmartens,0.0,13.0,"6-4, 6-4"
,2015-08-02,Sebastian Rodriguez,Alexander Hoogmartens,13.0,13.0,"6-1, 6-0"
,2015-08-01,Spencer Smith,Spencer Johnson,0.0,13.43,"6-4, 7-5"
,2015-08-01,Spencer Johnson,Dj Pekoc,13.43,0.0,"5-7, 6-2, 6-0"
,2015-08-01,Spencer Johnson,patrick dwyer,13.43,0.0,"6-1, 6-1"
,2015-08-01,Spencer Johnson,Joseph Sawatzke,13.43,0.0,"6-2, 6-3"
,2015-07-30,Thomas Mars,Kaylan Bigun,9.0,13.24,"6-1, 6-2"
,2015-07-30,Paul Zolnikov,Emon Van Loben Sels,0.0,13.59,"6-1, 6-2"
,2015-07-30,Kaylan Bigun,Alexander Wells,13.24,0.0,"6-1, 6-0"
,2015-07-30,Kaylan Bigun,Ekansh KUMAR,13.24,11.0,"6-2, 6-2"
,2015-07-30,Phillip Dell,Kaylan Bigun,10.0,13.24,"6-1, 6-2"
,2015-07-29,Alex Topp,Emon Van Loben Sels,0.0,13.59,"2-6, 7-6, 1-0"
,2015-07-28,Gilberto Casucci,Giacomo Revelli,12.0,12.0,"7-5, 6-2"
,2015-07-27,Nicholas Chen,Aadarsh Tripathi,11.0,12.91,"6-3, 6-1"
,2015-07-27,Giacomo Revelli,Marcel Politowicz,12.0,10.0,"5-7, 6-3, 6-3"
,2015-07-27,Henry Huang,Emon Van Loben Sels,0.0,13.59,"6-4, 6-1"
,2015-07-27,Emon Van Loben Sels,Luke Bollinger,13.59,12.0,"6-4, 7-5"
,2015-07-27,Emon Van Loben Sels,Anonymous Player,13.59,0.0,"6-2, 7-5"
,2015-07-27,Emon Van Loben Sels,Kevin P Cai,13.59,0.0,"7-5, 6-0"
,2015-07-27,Luvdeep Bal,Emon Van Loben Sels,0.0,13.59,"6-4, 6-4"
,2015-07-27,Luvdeep Bal,Rudy Quan,0.0,13.59,"6-2, 6-4"
,2015-07-27,Rudy Quan,Curtis Lin,13.59,0.0,"6-0, 6-0"
,2015-07-27,Ethan Quinn,Rudy Quan,14.85,13.59,"7-5, 6-4"
,2015-07-27,Herrick Legaspi,Aadarsh Tripathi,11.0,12.91,"6-2, 6-1"
,2015-07-27,Aadarsh Tripathi,Alexander Frantzis,12.91,0.0,"6-0, 6-2"
,2015-07-27,Aadarsh Tripathi,Jason Pacheco,12.91,0.0,"6-3, 6-1"
,2015-07-27,Aadarsh Tripathi,Alexander Volgin,12.91,0.0,"7-5, 6-4"
,2015-07-18,Kyle Matabuena,Rudy Quan,0.0,13.59,"6-3, 6-2"
,2015-07-18,Rudy Quan,William A Schulz,13.59,0.0,"6-0, 6-0"
,2015-07-18,Rudy Quan,Nathan Eng ,13.59,0.0,"1-6, 6-4, 6-3"
,2015-07-18,Andrei Crabel,Zachary Song,11.58,0.0,6-2
,2015-07-18,Andrei Crabel,Samuel Wu,11.58,3.0,6-2
,2015-07-18,Daniel Ralls,Aadarsh Tripathi,0.0,12.91,"4-6, 7-5, 6-1"
,2015-07-18,Andrei Crabel,Ivan Lu,11.58,0.0,8-1
,2015-07-18,Matthew Ho ,Aadarsh Tripathi,0.0,12.91,"6-4, 6-3"
,2015-07-18,Aadarsh Tripathi,Richard Meng,12.91,0.0,"7-6(4), 7-5"
,2015-07-17,Aman Sharma,Kaylan Bigun,12.12,13.24,"6-2, 6-0"
,2015-07-17,Kaylan Bigun,Christopher Smith,13.24,0.0,"6-1, 6-1"
,2015-07-17,Alexander Karman,Kaylan Bigun,10.0,13.24,"6-3, 6-3"
,2015-07-17,Kaylan Bigun,Patrick Liew,13.24,0.0,"6-4, 6-7(10), 1-0(8)"
,2015-07-17,Alan Matyjas,Kaylan Bigun,0.0,13.24,"6-2, 6-1"
,2015-07-12,Edoardo CHIERICONI,Giacomo Revelli,0.0,12.0,"6-3, 6-2"
,2015-07-11,Maksim Lukic,Aadarsh Tripathi,0.0,12.91,"6-3, 2-6, 1-0(6)"
,2015-07-11,Jonah Richards,Aadarsh Tripathi,0.0,12.91,"7-6(5), 6-2"
,2015-07-11,Aadarsh Tripathi,Bryce Burnham,12.91,9.0,"7-5, 7-5"
,2015-07-11,Emon Van Loben Sels,Jason Pacheco,13.59,0.0,"6-1, 6-1"
,2015-07-11,Emon Van Loben Sels,Kevin P Cai,13.59,0.0,"6-0, 6-0"
,2015-07-11,Emon Van Loben Sels,Lance Le,13.59,0.0,"3-6, 6-3, 1-0(6)"
,2015-07-09,Emon Van Loben Sels,Diego Villamil,13.59,0.0,"6-1, 6-2"
,2015-07-08,Aadarsh Tripathi,Andrew Lu,12.91,0.0,"6-2, 6-0"
,2015-07-05,Spencer Johnson,Isaac Gart,13.43,0.0,"6-2, 6-0"
,2015-07-05,Spencer Johnson,Luke Westholder,13.43,10.0,"6-1, 6-2"
,2015-07-05,Landon Ardila,Spencer Johnson,12.0,13.43,"6-2, 6-4"
,2015-07-05,Spencer Johnson,J W Johnson,13.43,0.0,"6-4, 6-2"
,2015-06-27,Aadarsh Tripathi,Joshua Matabuena,12.91,8.0,"6-4, 5-7, 1-0(6)"
,2015-06-27,Jesse Ding,Aadarsh Tripathi,6.0,12.91,"6-0, 6-4"
,2015-06-27,Aadarsh Tripathi,Preetish Pandey,12.91,0.0,"6-4, 6-2"
,2015-06-27,Aadarsh Tripathi,Martin Duris,12.91,11.0,"6-1, 6-2"
,2015-06-27,Aadarsh Tripathi,Nicolas Lambert,12.91,0.0,"6-1, 6-0"
,2015-06-27,Kaylan Bigun,John Odem,13.24,0.0,"6-0, 6-0"
,2015-06-27,Kaylan Bigun,Nicholas Gingold,13.24,0.0,"6-0, 6-0"
