Event Name,Date,Player1,Player2,Player1 UTR,Player2 UTR,Score
NorCal 14s & 12s Junior Fall Singles Sectional Championships @ UC Santa Cruz,2018-11-03,Emon Van Loben Sels,Shrish Choudhary,13.59,10.0,"7-6, 6-1"
NorCal 18s & 16s Junior Fall Singles Sectional Championships @ Broadstone Racquet Club,2018-11-03,Aadarsh Tripathi,Bryce Burnham,12.91,9.0,"6-3, 1-6, 1-0(6)"
NorCal 18s & 16s Junior Fall Singles Sectional Championships @ Broadstone Racquet Club,2018-11-03,Aadarsh Tripathi,Ethan Chin,12.91,0.0,"6-2, 6-3"
NorCal 18s & 16s Junior Fall Singles Sectional Championships @ Broadstone Racquet Club,2018-11-03,Aadarsh Tripathi,Darren Wang,12.91,0.0,"4-6, 6-1, 6-2"
NorCal 18s & 16s Junior Fall Singles Sectional Championships @ Broadstone Racquet Club,2018-11-03,Luke Bollinger,Aadarsh Tripathi,12.0,12.91,"4-6, 7-6(2), 1-0(6)"
NorCal 18s & 16s Junior Fall Singles Sectional Championships @ Broadstone Racquet Club,2018-11-03,Ryan Torres,Aadarsh Tripathi,12.0,12.91,"6-3, 6-4"
NorCal 14s & 12s Junior Fall Singles Sectional Championships @ UC Santa Cruz,2018-11-03,Emon Van Loben Sels,Mitchell Lee,13.59,12.56,"4-6, 6-2, 7-5"
NorCal 14s & 12s Junior Fall Singles Sectional Championships @ UC Santa Cruz,2018-11-03,Emon Van Loben Sels,Declan O'Callaghan,13.59,0.0,"6-2, 6-0"
Heiveld Junior Indoor Open,2018-11-03,Clement CHAUVIN,Alexander Hoogmartens,11.0,13.0,"6-2, 6-2"
Heiveld Junior Indoor Open,2018-11-03,Alexander Hoogmartens,Julius ADOMAVICIUS,13.0,0.0,"6-2, 6-3"
NorCal 14s & 12s Junior Fall Singles Sectional Championships @ UC Santa Cruz,2018-11-03,Emon Van Loben Sels,Ryan Hsieh,13.59,9.0,"3-6, 6-3, 6-2"
Copa IND ATV,2018-10-31,Gonzalo Bueno,Gianluca Ballotta,13.96,12.0,"6-0, 6-1"
Copa IND ATV,2018-10-30,Gianluca Ballotta,Nicolas Villalon Valdes,12.0,12.66,"7-6(5), 6-4"
Copa IND ATV,2018-10-29,Gianluca Ballotta,Francisco Pini,12.0,12.0,"6-2, 7-5"
Copa IND ATV,2018-10-28,Gianluca Ballotta,Nicolas Montenegro Guzman,12.0,10.0,"6-1, 6-3"
LTA British Tour Tipton,2018-10-26,Ben Davies,Giacomo Revelli,11.0,12.0,"6-3, 6-1"
The Orange County/J.P. Yamasaki Junior Closed Tournament (Level 2),2018-10-26,Cassius Chinlund,Nolan Alvarez,12.34,10.0,"6-1, 6-0"
The Orange County/J.P. Yamasaki Junior Closed Tournament (Level 2),2018-10-26,Alex Galstyan,Cassius Chinlund,10.0,12.34,
The Orange County/J.P. Yamasaki Junior Closed Tournament (Level 2),2018-10-26,Anonymous Player,Andrei Crabel,0.0,11.58,"6-3, 6-2"
RCI Fall Classic (Level 4),2018-10-21,Michael Cheng,Andrei Crabel,0.0,11.58,4-0
David Lloyd Southampton October Mens Open Tournament 2018,2018-10-20,Ying Hou,Giacomo Revelli,11.15,12.0,"6-3, 6-2"
David Lloyd Southampton October Mens Open Tournament 2018,2018-10-20,Giacomo Revelli,Charles Wallace,12.0,0.0,"6-0, 6-4"
Stockton Junior Excellence @ UOP,2018-10-20,Aadarsh Tripathi,Mason Marks,12.91,0.0,"6-2, 6-2"
Stockton Junior Excellence @ UOP,2018-10-20,Aadarsh Tripathi,Michael Gravel,12.91,10.0,"7-6(1), 3-6, 6-2"
Stockton Junior Excellence @ UOP,2018-10-20,Aadarsh Tripathi,Dario Tzeng,12.91,12.0,"3-6, 7-6(4), 1-0(8)"
Stockton Junior Excellence @ UOP,2018-10-20,Nicholas Chen,Aadarsh Tripathi,11.0,12.91,"6-1, 7-5"
Stockton Junior Excellence @ UOP,2018-10-20,Luke Bollinger,Aadarsh Tripathi,12.0,12.91,"7-5, 4-6, 1-0(8)"
USTA JTT - SFV/SCV/WLA Fall 2018 Junior Team Tennis,2018-10-20,Rudy Quan,Adam Chodur,13.59,12.0,8-2
NorCal 12s &14s Junior Excellence @ Fremont Tennis Center,2018-10-20,Emon Van Loben Sels,Ryan Hsieh,13.59,9.0,"6-4, 7-5"
NorCal 12s &14s Junior Excellence @ Fremont Tennis Center,2018-10-20,Emon Van Loben Sels,Jake Magnusson,13.59,9.0,"6-2, 6-0"
NorCal 12s &14s Junior Excellence @ Fremont Tennis Center,2018-10-20,Emon Van Loben Sels,Shrish Choudhary,13.59,10.0,"6-4, 7-5"
NorCal 12s &14s Junior Excellence @ Fremont Tennis Center,2018-10-20,Emon Van Loben Sels,Soren Sutaria,13.59,0.0,"6-0, 6-3"
NorCal 12s &14s Junior Excellence @ Fremont Tennis Center,2018-10-20,Emon Van Loben Sels,Saahith Jayaraman,13.59,12.0,"6-3, 6-4"
LTA British Tour Taunton,2018-10-19,Giacomo Revelli,Jonathan Evans ,12.0,10.0,"6-7(7), 6-3, 6-2"
LTA British Tour Taunton,2018-10-19,Nick Ghaznavi,Giacomo Revelli,5.0,12.0,"6-1, 6-2"
USTA/MAS CHAMPIONSHIP SUPER 660 L4+ a SUPER SIX SERIES EVENT,2018-10-14,Stefan Regalia,Kaylan Bigun,12.0,13.24,"6-4, 6-3"
USTA/MAS CHAMPIONSHIP SUPER 660 L4+ a SUPER SIX SERIES EVENT,2018-10-14,Kaylan Bigun,Mukundh Boopathi,13.24,11.0,"6-1, 6-0"
Peru F3 Futures,2018-10-13,Daniel Mora,Gianluca Ballotta,0.0,12.0,"6-2, 6-1"
Woking British Tour FAST4 Circuit 2018,2018-10-13,Giacomo Revelli,Jorge Beltrao,12.0,0.0,"4-2, 4-0"
Woking British Tour FAST4 Circuit 2018,2018-10-13,Lui Maxted,Giacomo Revelli,13.5,12.0,"4-1, 4-2"
Woking British Tour FAST4 Circuit 2018,2018-10-13,Giacomo Revelli,Christian Doel,12.0,10.0,"4-1, 3-4(8), 1-0(6)"
Woking British Tour FAST4 Circuit 2018,2018-10-13,Giacomo Revelli,David Middleton,12.0,10.0,"3-4, 4-1, 1-0(7)"
Les Petits As - USA Playoffs,2018-10-09,Cooper Williams,Kaylan Bigun,13.6,13.24,"6-2, 6-1"
Les Petits As - USA Playoffs,2018-10-09,Kaylan Bigun,Lucas Coriaty,13.24,11.0,"6-4, 6-4"
Les Petits As - USA Playoffs,2018-10-09,Kaylan Bigun,Carson Baker,13.24,12.52,"7-6(5), 6-1"
USTA National Level 2 Tournament-October,2018-10-07,Luke Bollinger,Emon Van Loben Sels,12.0,13.59,"3-6, 7-5, 6-3"
USTA National Level 2 Tournament-October,2018-10-07,Aadarsh Tripathi,Krish Arora,12.91,12.0,"6-3, 3-6, 6-0"
USTA National Level 2 Tournament-October,2018-10-07,Aadarsh Tripathi,Anonymous Player,12.91,0.0,"6-2, 7-6(4)"
USTA National Level 2 Tournament-October,2018-10-07,Aadarsh Tripathi,Martin Mazev,12.91,12.0,"6-4, 6-2"
USTA National Level 2 Tournament-October,2018-10-07,Dylan Tsoi,Aadarsh Tripathi,11.0,12.91,"7-6(3), 6-2"
"USTA National Level 2 Tournament - October Lakewood, CA",2018-10-07,Vincent Yang,Cassius Chinlund,11.0,12.34,"6-3, 2-0"
"USTA National Level 2 Tournament - October Lakewood, CA",2018-10-07,Cassius Chinlund,Aidan Rideout,12.34,10.0,"6-0, 6-1"
"USTA National Level 2 Tournament - October Lakewood, CA",2018-10-07,Cassius Chinlund,Sasha Kremliovsky,12.34,10.0,"6-3, 6-4"
"USTA National Level 2 Tournament - October Lakewood, CA",2018-10-07,Hughes Peus,Cassius Chinlund,10.0,12.34,"6-3, 7-6(2)"
"USTA National Level 2 Tournament - October Lakewood, CA",2018-10-07,Cassius Chinlund,Nikola Dobrijevic,12.34,7.0,"7-5, 6-3"
USTA National Level 2 Tournament-October,2018-10-07,Lleyton Okada-Alonzo,Emon Van Loben Sels,9.0,13.59,"4-6, 6-3, 1-0(6)"
USTA National Level 2 Tournament-October,2018-10-07,Emon Van Loben Sels,Ervin Perkowski,13.59,8.0,"6-3, 7-5"
USTA National Level 2 Tournament-October,2018-10-07,Aadarsh Tripathi,Alexander Volgin,12.91,0.0,"2-6, 6-3, 6-3"
14th Annual SCTA Desert Cities Grand Prix Masters Championships (Level 3),2018-10-06,Andrei Crabel,Justin Lee,11.58,5.0,"6-1, 6-2"
Peru F2 Futures,2018-10-06,Tomas Farjat,Gianluca Ballotta,13.22,12.0,"6-0, 6-2"
14th Annual SCTA Desert Cities Grand Prix Masters Championships (Level 3),2018-10-06,Andrei Crabel,Nicolas Calixto,11.58,11.0,"6-1, 6-3"
14th Annual SCTA Desert Cities Grand Prix Masters Championships (Level 3),2018-10-06,Sebastian Schoepke,Andrei Crabel,0.0,11.58,"6-3, 5-7, 1-0(7)"
4th Annual Creamistry Cerritos Junior Open (Level 4),2018-10-01,Oscar Ornelas,Andrei Crabel,9.0,11.58,
Seascape Sports Club USTA National BG 16's Level 3 Championship,2018-09-23,Carlo Hayden,Aadarsh Tripathi,0.0,12.91,"6-2, 6-2"
Seascape Sports Club USTA National BG 16's Level 3 Championship,2018-09-23,Michael Fourchy,Aadarsh Tripathi,0.0,12.91,"6-2, 6-0"
Low Country National L3,2018-09-23,Kaylan Bigun,Kostas Kollias,13.24,10.0,"6-1, 6-0"
Mike Agassi No Quit - USTA Level 3 Tournament,2018-09-23,Spencer Johnson,Jack Swenson,13.43,0.0,"6-3, 6-1"
Low Country National L3,2018-09-23,Kaylan Bigun,William Secord,13.24,10.0,"6-2, 6-1"
Mike Agassi No Quit - USTA Level 3 Tournament,2018-09-23,Spencer Johnson,Georgio Samaha,13.43,12.0,"5-7, 6-4, 1-0(7)"
Mike Agassi No Quit - USTA Level 3 Tournament,2018-09-23,Spencer Johnson,Kyle Garner,13.43,10.0,"6-4, 7-6(6)"
Low Country National L3,2018-09-23,Niklas Yli-Piipari,Kaylan Bigun,0.0,13.24,"6-4, 7-6(0)"
Mike Agassi No Quit - USTA Level 3 Tournament,2018-09-23,Spencer Johnson,Corbin Ford,13.43,0.0,"7-5, 6-2"
Mike Agassi No Quit - USTA Level 3 Tournament,2018-09-23,Spencer Johnson,Phillip Deaton,13.43,12.0,
Mike Agassi No Quit - USTA Level 3 Tournament,2018-09-23,Leo Wang,Spencer Johnson,0.0,13.43,"7-6(6), 6-3"
Mike Agassi No Quit - USTA Level 3 Tournament,2018-09-23,Xavier Calvelo,Cassius Chinlund,12.0,12.34,"6-3, 6-0"
Mike Agassi No Quit - USTA Level 3 Tournament,2018-09-23,Cassius Chinlund,ELBERT SAID,12.34,8.0,"6-1, 6-2"
Mike Agassi No Quit - USTA Level 3 Tournament,2018-09-23,Hovhannes Khuloyan,Cassius Chinlund,0.0,12.34,"6-1, 6-1"
British Tour Tier 3 FAST4 Gosling,2018-09-22,Andrew Guy,Giacomo Revelli,0.0,12.0,"4-1, 2-4, 1-0(9)"
British Tour Tier 3 FAST4 Gosling,2018-09-22,Giacomo Revelli,Abdul AHMED,12.0,9.0,"4-2, 4-0"
British Tour Tier 3 FAST4 Gosling,2018-09-22,Giacomo Revelli,Jamie Bixby,12.0,9.0,"4-2, 4-3(4)"
34th Annual Los Caballeros Junior Tournament (Level 3),2018-09-16,Andrei Crabel,Emmett Potter,11.58,12.0,"6-1, 6-3"
Anaheim Hills  Plus Four (Level 4) Open Junior,2018-09-16,Andrei Crabel,Roy Richa,11.58,0.0,8-4
Anaheim Hills  Plus Four (Level 4) Open Junior,2018-09-16,Michael Kaplan,Andrei Crabel,11.0,11.58,8-0
Anaheim Hills  Plus Four (Level 4) Open Junior,2018-09-16,William Hsieh,Andrei Crabel,12.28,11.58,8-1
34th Annual Los Caballeros Junior Tournament (Level 3),2018-09-16,Dominique Rolland,Andrei Crabel,12.0,11.58,"6-2, 7-6"
34th Annual Los Caballeros Junior Tournament (Level 3),2018-09-16,Payton Nguyen,Cassius Chinlund,8.0,12.34,
ITF 5 Outdoor Almere 2018,2018-09-14,Alexander Hoogmartens,Luuk van Eeuwen,13.0,11.0,"6-3, 6-1"
ITF 5 Outdoor Almere 2018,2018-09-14,Alexander Hoogmartens,Olivier Rojas,13.0,12.0,"6-2, 7-5"
ITF 5 Outdoor Almere 2018,2018-09-14,Alexander Hoogmartens,Thijmen Loof,13.0,12.34,"6-2, 6-1"
ITF 5 Outdoor Almere 2018,2018-09-14,Alexander Hoogmartens,Frank Jonker,13.0,11.0,"6-2, 6-4"
ITF 5 Outdoor Almere 2018,2018-09-14,Niels Visker,Alexander Hoogmartens,13.12,13.0,"6-7(7), 6-2, 6-4"
USTA Intermountain Level 4 Labor Day Masters,2018-09-03,Quinn Vandecasteele,Spencer Johnson,13.4,13.43,"6-3, 6-4"
USTA Intermountain Level 4 Labor Day Masters,2018-09-03,Spencer Johnson,Tyler Landen,13.43,10.0,"7-6, 5-7, 1-0(6)"
USTA Intermountain Level 4 Labor Day Masters,2018-09-03,Spencer Johnson,Ethan Violette,13.43,0.0,"6-2, 6-2"
USTA Intermountain Level 4 Labor Day Masters,2018-09-03,Spencer Johnson,Kyler Hartman,13.43,0.0,"7-5, 6-1"
USTA Intermountain Level 4 Labor Day Masters,2018-09-03,Spencer Johnson,Josh Jones,13.43,0.0,"6-0, 6-0"
10th Annual Jim Buck Team Jr Tournament presented by SCTA Jr Competition Committee (Special Level 1),2018-09-02,Winston Lee,Cassius Chinlund,0.0,12.34,"7-6(3), 6-1"
10th Annual Jim Buck Team Jr Tournament presented by SCTA Jr Competition Committee (Special Level 1),2018-09-02,Cassius Chinlund,Sasha Kremliovsky,12.34,10.0,"6-4, 6-1"
10th Annual Jim Buck Team Jr Tournament presented by SCTA Jr Competition Committee (Special Level 1),2018-09-02,Cassius Chinlund,Brandon Vu,12.34,9.0,"6-2, 7-6(5)"
Laguna Creek Junior Excellence,2018-09-01,Dario Tzeng,Aadarsh Tripathi,12.0,12.91,"3-6, 6-4, 1-0(7)"
Laguna Creek Junior Excellence,2018-09-01,Mason Marks,Aadarsh Tripathi,0.0,12.91,"6-2, 6-3"
103rd Annual Santa Barbara Junior Open (Level 3),2018-08-25,Andrei Crabel,Ethan Hickman,11.58,0.0,"6-0, 6-0"
103rd Annual Santa Barbara Junior Open (Level 3),2018-08-25,Derek Shiffer,Andrei Crabel,9.0,11.58,"3-6, 6-3, 6-4"
Trujillo Junior Open,2018-08-23,Gianluca Ballotta,Jose Luis Claro,12.0,11.0,"4-6, 6-2, 6-3"
Trujillo Junior Open,2018-08-22,Gianluca Ballotta,Sebastian Carpio,12.0,10.0,"6-1, 6-1"
Trujillo Junior Open,2018-08-21,Gianluca Ballotta,Rafael Baena,12.0,0.0,"6-0, 6-4"
Trujillo Junior Open,2018-08-20,Gianluca Ballotta,Eduardo Sanchez-Carrion,12.0,0.0,"6-3, 6-2"
Bludenz European Junior Open 2018,2018-08-12,Maxime Gruenig,Leonard Von Bismarck,10.0,11.0,"0-6, 6-3, 6-1"
USTA Boys' 18 and Boys' 16 National Championships,2018-08-11,Jiaxi Ma,Spencer Johnson,0.0,13.43,"6-1, 6-1"
USTA Boys' 18 and Boys' 16 National Championships,2018-08-11,Sameer Gangoli,Spencer Johnson,0.0,13.43,"6-1, 6-3"
2018 USTA NorCal Junior Team Tennis - Summer Section Championships (Same Gender Divisions),2018-08-11,Kurt Miller,Emon Van Loben Sels,11.0,13.59,"6-3, 6-2"
2018 USTA NorCal Junior Team Tennis - Summer Section Championships (Same Gender Divisions),2018-08-11,Joseph Teh,Emon Van Loben Sels,10.0,13.59,"6-1, 6-1"
2018 USTA NorCal Junior Team Tennis - Summer Section Championships (Same Gender Divisions),2018-08-11,Emon Van Loben Sels,Alex Long,13.59,0.0,"6-4, 4-6, 1-0"
23nd Annual San Luis Obispo Summer Classic (Level 4),2018-08-11,Ignatio Tran,Andrei Crabel,0.0,11.58,"6-4, 7-6"
23nd Annual San Luis Obispo Summer Classic (Level 4),2018-08-11,Andrei Crabel,Turner Loughead,11.58,0.0,"6-0, 6-0"
23nd Annual San Luis Obispo Summer Classic (Level 4),2018-08-11,Andrei Crabel,Robert Liu,11.58,0.0,"6-0, 6-0"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Siddharth Moturi,Cassius Chinlund,0.0,12.34,"6-2, 6-2"
LTA British Tour Newcastle 2,2018-08-10,Giacomo Revelli,George Millington,12.0,0.0,"6-1, 6-1"
LTA British Tour Newcastle 2,2018-08-10,Giacomo Revelli,Ben Nicol,12.0,10.0,"6-4, 6-1"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Cassius Chinlund,Wesley Nichols,12.34,9.0,"6-2, 7-6(4)"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Cassius Chinlund,Cayden Wang,12.34,11.0,"3-6, 6-3, 1-0(7)"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Cassius Chinlund,Sterling Davies,12.34,10.0,"6-0, 6-0"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Nav Dayal,Cassius Chinlund,12.0,12.34,"7-5, 6-1"
LTA British Tour Newcastle 2,2018-08-10,Matthew Clegg,Giacomo Revelli,0.0,12.0,"6-4, 6-1"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Herrick Legaspi,Kaylan Bigun,11.0,13.24,"6-2, 7-6(2)"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Kaylan Bigun,Rahul Sachdev,13.24,11.0,"6-4, 6-1"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Rudy Quan,Andrew Rundle,13.59,9.0,"6-1, 6-4"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Rudy Quan,Alexander Razeghi,13.59,13.17,"6-3, 6-1"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Rudy Quan,Mikkel Zinder,13.59,12.0,"6-0, 6-2"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Rudy Quan,Kartik Mandla,13.59,11.0,"6-1, 6-0"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Preston Stearns,Aadarsh Tripathi,13.08,12.91,"6-2, 6-3"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,David Saye,Aadarsh Tripathi,12.34,12.91,"6-4, 6-3"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Aadarsh Tripathi,Herrick Thomas Legaspi,12.91,11.0,"2-6, 7-5, 6-4"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Aadarsh Tripathi,Spencer Matz,12.91,10.0,"6-4, 6-4"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Aadarsh Tripathi,Yannik Rahman,12.91,12.0,"7-6(5), 6-2"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Aadarsh Tripathi,Nicholas Steiglehner,12.91,12.71,"6-2, 6-0"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Rudy Quan,Cole Henceroth,13.59,12.0,"6-0, 6-1"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Rudy Quan,William Semler,13.59,12.0,"6-2, 6-1"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Kaylan Bigun,Yair Gritzman,13.24,0.0,"6-0, 6-3"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Rudy Quan,Dylan Charlap,13.59,12.0,"6-2, 6-1"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Nicholas Steiglehner,Kaylan Bigun,12.71,13.24,"7-6(3), 6-3"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Emon Van Loben Sels,Meethre Barot,13.59,12.0,"6-1, 1-0"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,John-Tomas BILSKI,Emon Van Loben Sels,10.0,13.59,"6-0, 6-1"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Ethan Schiffman,Emon Van Loben Sels,12.0,13.59,"6-4, 6-4"
USTA Boys' 14 and Boys' 12 National Championships,2018-08-10,Emon Van Loben Sels,Deven Carse,13.59,0.0,"6-3, 6-2"
FROMM Swiss Junior Trophy,2018-08-02,Olivier Manczak-Mancewicz,Giacomo Revelli,0.0,12.0,"6-2, 7-6(5)"
FROMM Swiss Junior Trophy,2018-08-01,Giacomo Revelli,Joel Meylan,12.0,0.0,"6-2, 6-3"
FROMM Swiss Junior Trophy,2018-07-30,Giacomo Revelli,Nico Jaeger,12.0,0.0,"6-1, 6-1"
USTA BG14  Zone Team Championships,2018-07-29,Rohan Murali,Emon Van Loben Sels,12.88,13.59,"6-2, 6-0"
USTA Zone Team Championships- BG12 (West),2018-07-29,Jagger Leach,Cassius Chinlund,13.34,12.34,"6-2, 6-4"
USTA BG14  Zone Team Championships,2018-07-29,Guilherme Padilha,Emon Van Loben Sels,0.0,13.59,"6-2, 6-3"
USTA BG14  Zone Team Championships,2018-07-29,Emon Van Loben Sels,Russell Baldocchi,13.59,0.0,"6-1, 6-0"
USTA BG14  Zone Team Championships,2018-07-29,Emon Van Loben Sels,Caden Hasler,13.59,0.0,"2-6, 6-3, 1-0(8)"
USTA BG14  Zone Team Championships,2018-07-29,Emon Van Loben Sels,Andy Schuiling,13.59,0.0,"6-4, 1-6, 1-0(8)"
USTA Zone Team Championships- BG12 (West),2018-07-29,Cassius Chinlund,Vitomir Petcov,12.34,10.0,"6-3, 6-2"
USTA Zone Team Championships- BG12 (West),2018-07-29,Cassius Chinlund,Ian Miller,12.34,11.0,"6-0, 6-1"
USTA Zone Team Championships- BG12 (West),2018-07-29,Cassius Chinlund,Ian Uraga,12.34,11.0,"4-6, 6-0, 6-1"
USTA Zone Team Championships- BG12 (West),2018-07-29,Cassius Chinlund,Dhyey Patel,12.34,0.0,"6-0, 6-1"
USTA BG14  Zone Team Championships,2018-07-29,Aadarsh Tripathi,Hunter Lynch,12.91,0.0,"6-4, 6-4"
USTA BG14  Zone Team Championships,2018-07-29,Aadarsh Tripathi,Isaac Morrison,12.91,0.0,"6-4, 6-0"
USTA BG14  Zone Team Championships,2018-07-29,Aadarsh Tripathi,Jonah Isa,12.91,0.0,"6-4, 7-5"
USTA BG14  Zone Team Championships,2018-07-29,Caleb Saltz,Aadarsh Tripathi,12.0,12.91,"6-2, 6-3"
USTA BG14  Zone Team Championships,2018-07-29,Aadarsh Tripathi,Adam Chodur,12.91,12.0,"7-6(4), 3-6, 1-0(7)"
21st TeamBath CoMpete G2 Open Tennis Festival 2018,2018-07-27,Giacomo Revelli,Matthew Crofts,12.0,0.0,"6-2, 6-0"
21st TeamBath CoMpete G2 Open Tennis Festival 2018,2018-07-27,Alexander Knox-Jones,Giacomo Revelli,11.0,12.0,"5-7, 7-6(6), 1-0(5)"
USTA Boys' 14 National Clay Court Championships,2018-07-21,Emon Van Loben Sels,Aditya Srinivasan,13.59,8.0,"7-6(2), 6-1"
USTA Boys' 14 National Clay Court Championships,2018-07-21,Emon Van Loben Sels,Connor Hazard,13.59,10.0,"6-1, 4-6, 1-0(4)"
USTA Boys' 14 National Clay Court Championships,2018-07-21,Emon Van Loben Sels,Nicholas Herdoiza,13.59,11.0,"1-6, 6-4, 1-0(7)"
USTA Boys' 14 National Clay Court Championships,2018-07-21,Preston Stearns,Emon Van Loben Sels,13.08,13.59,"6-1, 6-0"
USTA Boys' 12 National Clay Court Championships,2018-07-21,Rudy Quan,Mikel Anderson,13.59,11.0,"6-2, 6-1"
USTA Boys' 18 & 16 National Clay Court Championships hosted by the City of Delray Beach,2018-07-21,Spencer Johnson,Sima Pesic,13.43,0.0,"6-4, 6-3"
USTA Boys' 18 & 16 National Clay Court Championships hosted by the City of Delray Beach,2018-07-21,Thomas Paulsell,Spencer Johnson,13.0,13.43,"6-2, 6-1"
USTA Boys' 14 National Clay Court Championships,2018-07-21,Nicholas Fischer,Emon Van Loben Sels,10.0,13.59,"6-2, 7-5"
USTA Boys' 18 & 16 National Clay Court Championships hosted by the City of Delray Beach,2018-07-21,Spencer Johnson,Pablo Dale,13.43,0.0,"6-4, 4-0"
USTA Boys' 18 & 16 National Clay Court Championships hosted by the City of Delray Beach,2018-07-21,Spencer Johnson,Zachery Foster,13.43,12.0,"6-4, 4-6, 1-0(4)"
USTA Boys' 18 & 16 National Clay Court Championships hosted by the City of Delray Beach,2018-07-21,Spencer Johnson,Alex Han,13.43,0.0,"6-4, 6-3"
USTA Boys' 18 & 16 National Clay Court Championships hosted by the City of Delray Beach,2018-07-21,Spencer Whitaker,Spencer Johnson,0.0,13.43,"6-0, 6-1"
USTA Boys' 14 National Clay Court Championships,2018-07-21,Tai MacDonald,Aadarsh Tripathi,9.0,12.91,"6-3, 2-6, 1-0(9)"
USTA Boys' 14 National Clay Court Championships,2018-07-21,Aadarsh Tripathi,Emil Grantcharov,12.91,11.0,"6-1, 6-2"
USTA Boys' 14 National Clay Court Championships,2018-07-21,Emon Van Loben Sels,AJ Moore,13.59,11.0,"6-1, 6-1"
USTA Boys' 12 National Clay Court Championships,2018-07-21,Rudy Quan,Lucas Coriaty,13.59,11.0,"6-1, 6-1"
USTA Boys' 12 National Clay Court Championships,2018-07-21,Rudy Quan,Alexander Kotarski,13.59,11.0,"6-1, 6-0"
USTA Boys' 12 National Clay Court Championships,2018-07-21,Rudy Quan,Edward Wang,13.59,11.0,"6-1, 6-1"
USTA Boys' 12 National Clay Court Championships,2018-07-21,Rudy Quan,Cal Riggs,13.59,10.0,"6-1, 6-0"
USTA Boys' 12 National Clay Court Championships,2018-07-21,Rudy Quan,Maximus Dussault,13.59,12.54,"6-3, 6-2"
USTA Boys' 12 National Clay Court Championships,2018-07-21,Rudy Quan,Alexander Razeghi,13.59,13.17,"7-5, 6-2"
USTA Boys' 14 National Clay Court Championships,2018-07-21,Sam Scherer,Aadarsh Tripathi,12.04,12.91,"6-2, 6-4"
LTA British Tour Tunbridge Wells,2018-07-20,Josef Southcombe,Giacomo Revelli,0.0,12.0,"3-6, 6-4, 6-4"
LTA British Tour Tunbridge Wells,2018-07-20,Giacomo Revelli,Andreas Whelan Merediz,12.0,0.0,"6-2, 6-1"
LTA British Tour Tunbridge Wells,2018-07-20,Giacomo Revelli,Julian Lewis,12.0,0.0,"6-3, 7-6(0)"
LTA British Tour Tunbridge Wells,2018-07-20,Giacomo Revelli,Alex Juniper,12.0,0.0,"5-7, 6-3, 6-4"
Koblenz Junior Open,2018-07-19,Leonard Von Bismarck,Moritz Muenster,11.0,12.0,"6-3, 7-5"
Koblenz Junior Open,2018-07-18,Leonard Von Bismarck,Oskari Paldanius,11.0,13.33,"6-4, 6-4"
Koblenz Junior Open,2018-07-17,Leonard Von Bismarck,Noah Boutleux,11.0,11.0,"6-4, 6-7(7), 1-0(9)"
Koblenz Junior Open,2018-07-16,Leonard Von Bismarck,Raphael Araujo,11.0,8.0,"6-3, 7-6(5)"
Koblenz Junior Open,2018-07-15,Bruno Kokot,Leonard Von Bismarck,12.09,11.0,"6-3, 6-2"
British Tour Tier 3 FAST4 Gosling,2018-07-14,Yujiro Onuma,Giacomo Revelli,12.0,12.0,"4-3(4), 4-0"
British Tour Tier 3 FAST4 Gosling,2018-07-14,Giacomo Revelli,William Hawkins,12.0,0.0,"4-0, 4-1"
Justine Henin Junior Cup 2018,2018-07-13,Alexander Hoogmartens,Julien FABRE,13.0,11.0,"6-1, 6-4"
Justine Henin Junior Cup 2018,2018-07-13,Jing Weng,Alexander Hoogmartens,0.0,13.0,"6-4, 6-2"
Anaheim Tennis Center Boys'/Girls' 16 / USTA National Level 3 Tournament,2018-07-09,Alex Koong,Aadarsh Tripathi,10.0,12.91,"6-4, 7-5"
