Event Name,Date,Player1,Player1 UTR,Player2,Player2 UTR,Score,Searched Name
Lakewood Junior Open (Level 4),2019-07-20,Andrei Crabel,11.0,Taichi Sugai,0.0,"6-3, 6-3",Andrei Crabel
Lakewood Junior Open (Level 4),2019-07-20,Nathan Le,0.0,Andrei Crabel,11.0,,Andrei Crabel
Northridge Spring Junior Open (Level 5),2019-06-22,Andrei Crabel,11.0,Marko Ratkovic,0.0,"6-2, 6-0",Andrei Crabel
Northridge Spring Junior Open (Level 5),2019-06-22,Zachary Anderson,7.0,Andrei Crabel,11.0,"6-0, 6-4",Andrei Crabel
117th Annual USTA SoCal Junior Sectional Championships  (Level 1),2019-06-22,Caleb Saltz,12.0,Andrei Crabel,11.0,"6-0, 6-1",Andrei Crabel
117th Annual USTA SoCal Junior Sectional Championships  (Level 1),2019-06-22,Andrei Crabel,11.0,Jason Yang,0.0,"5-7, 6-4, 7-5",Andrei Crabel
23rd West Coast Junior Open - Lakewood (Level 5),2019-05-26,Andrei Crabel,11.0,Eli Hedgpeth,0.0,"6-2, 6-0",Andrei Crabel
23rd West Coast Junior Open - Lakewood (Level 5),2019-05-26,Andrei Crabel,11.0,Derek Anderson,0.0,"6-4, 6-2",Andrei Crabel
23rd West Coast Junior Open - Lakewood (Level 5),2019-05-26,Andrei Crabel,11.0,Kevin Lavelle,0.0,"6-0, 6-2",Andrei Crabel
23rd West Coast Junior Open - Lakewood (Level 5),2019-05-26,Drew Singer,5.0,Andrei Crabel,11.0,,Andrei Crabel
23rd West Coast Junior Open - Lakewood (Level 5),2019-05-26,Andrei Crabel,11.0,Eugen Andres,10.0,"3-6, 6-3, 1-0(6)",Andrei Crabel
UTR Atlanta @ Dunwoody Singles May 11-12,2019-05-12,Stephen Zhu,8.0,Andrei Crabel,11.0,,Andrei Crabel
UTR Atlanta @ Dunwoody Singles May 11-12,2019-05-11,Reilly McNamara,0.0,Andrei Crabel,11.0,,Andrei Crabel
UTR Atlanta @ Dunwoody Singles May 11-12,2019-05-11,Ryan King,9.0,Andrei Crabel,11.0,,Andrei Crabel
The 119th Annual Ojai Junior Tournament (Level 3),2019-04-27,Andrei Crabel,11.0,William Hsieh,12.0,,Andrei Crabel
The 119th Annual Ojai Junior Tournament (Level 3),2019-04-27,Michael Cheng,7.0,Andrei Crabel,11.0,"6-4, 6-2",Andrei Crabel
4th Annual Match Tough Tennis Academy Spring Junior Satellite (Level 6) and Novice (Level 7),2019-04-14,Andrei Crabel,11.0,Alex Roesler,0.0,"6-2, 6-3",Andrei Crabel
4th Annual Match Tough Tennis Academy Spring Junior Satellite (Level 6) and Novice (Level 7),2019-04-14,Andrei Crabel,11.0,Ty Albright,0.0,"6-1, 6-1",Andrei Crabel
4th Annual Match Tough Tennis Academy Spring Junior Satellite (Level 6) and Novice (Level 7),2019-04-14,Andrei Crabel,11.0,Luke Mirner,0.0,"6-0, 6-1",Andrei Crabel
4th Annual Match Tough Tennis Academy Spring Junior Satellite (Level 6) and Novice (Level 7),2019-04-14,Andrei Crabel,11.0,Sky Ng,8.0,"1-6, 6-1, 1-0(8)",Andrei Crabel
South Bay Spring Junior Open Tournament (Level 5),2019-04-07,Nicholas Keshishian,9.0,Andrei Crabel,11.0,"6-2, 6-2",Andrei Crabel
"Moore Tennis Academy ""April Fools"" Junior Open (Level 5)",2019-03-30,Kenan Rizvanbegovic,0.0,Andrei Crabel,11.0,"6-3, 6-0",Andrei Crabel
"Moore Tennis Academy ""April Fools"" Junior Open (Level 5)",2019-03-30,Simon Volkema,11.0,Andrei Crabel,11.0,,Andrei Crabel
74th Annual Fullerton Junior Closed Tournament (Level 2),2019-03-30,Garrett Althausen,0.0,Andrei Crabel,11.0,,Andrei Crabel
62nd Annual Long Beach Junior Tournament (Level 3),2019-03-03,Andrei Crabel,11.0,yuvraj narang,0.0,,Andrei Crabel
62nd Annual Long Beach Junior Tournament (Level 3),2019-03-03,Matthew Robert,0.0,Andrei Crabel,11.0,"6-1, 6-1",Andrei Crabel
Moore Tennis Academy Presidents Weekend Junior Open (Level 4),2019-02-17,Spencer Cinco,10.0,Andrei Crabel,11.0,,Andrei Crabel
Moore Tennis Academy Presidents Weekend Junior Open (Level 4),2019-02-17,Brody Nejedly,12.0,Andrei Crabel,11.0,,Andrei Crabel
BNP Paribas Open Prequalifier,2019-02-09,Andrei Crabel,11.0,Rick Rodriguez,0.0,"6-1, 6-0",Andrei Crabel
BNP Paribas Open Prequalifier,2019-02-09,Alex Kuperstein,13.4,Andrei Crabel,11.0,"6-0, 6-0",Andrei Crabel
Moore Tennis Academy Junior Open (Level 5),2019-01-19,Andrei Crabel,11.0,Justin Lee,0.0,"6-4, 6-0",Andrei Crabel
16th Annual Ramada Junior Open Championships(Level 4),2019-01-13,Andrei Crabel,11.0,Alexander Ekstrand,11.0,8-3,Andrei Crabel
16th Annual Ramada Junior Open Championships(Level 4),2019-01-13,Ethan Tokar,0.0,Andrei Crabel,11.0,8-4,Andrei Crabel
Palm Valley New Year Junior Open Championships (Level 4),2018-12-30,Andrei Crabel,11.0,Nicholas Doupsas,0.0,"6-1, 6-0",Andrei Crabel
Palm Valley New Year Junior Open Championships (Level 4),2018-12-30,Jonathan Mcmillan,0.0,Andrei Crabel,11.0,"6-1, 6-3",Andrei Crabel
Monterey Country Club December Junior Open Tournament (Level 4),2018-12-22,Kenan Rizvanbegovic,0.0,Andrei Crabel,11.0,"6-1, 6-1",Andrei Crabel
Monterey Country Club December Junior Open Tournament (Level 4),2018-12-22,Andrei Crabel,11.0,RYOTARO SAKAMAKI,0.0,"3-6, 6-4, 1-0(7)",Andrei Crabel
Palm Valley Alek Feller Memorial Junior Open Championships (Level 3),2018-12-08,Yihao Huai,0.0,Andrei Crabel,11.0,"6-4, 6-0",Andrei Crabel
Palm Valley Alek Feller Memorial Junior Open Championships (Level 3),2018-12-08,Andrei Crabel,11.0,Ignatio Tran,10.0,"6-1, 4-6, 3-0",Andrei Crabel
25th Westcoast Tennis Festival Junior Tournament (Level 5),2018-11-11,Andrei Crabel,11.0,Hari Raghavan,9.0,"6-2, 6-3",Andrei Crabel
25th Westcoast Tennis Festival Junior Tournament (Level 5),2018-11-11,Parashar Bharadwaj,12.0,Andrei Crabel,11.0,"6-3, 6-3",Andrei Crabel
25th Westcoast Tennis Festival Junior Tournament (Level 5),2018-11-11,Andrei Crabel,11.0,Kamran Hanif,0.0,"6-4, 7-5",Andrei Crabel
The Orange County/J.P. Yamasaki Junior Closed Tournament (Level 2),2018-10-26,Anonymous Player,0.0,Andrei Crabel,11.0,"6-3, 6-2",Andrei Crabel
RCI Fall Classic (Level 4),2018-10-21,Michael Cheng,7.0,Andrei Crabel,11.0,4-0,Andrei Crabel
14th Annual SCTA Desert Cities Grand Prix Masters Championships (Level 3),2018-10-06,Sebastian Schoepke,0.0,Andrei Crabel,11.0,"6-3, 5-7, 1-0(7)",Andrei Crabel
14th Annual SCTA Desert Cities Grand Prix Masters Championships (Level 3),2018-10-06,Andrei Crabel,11.0,Nicolas Calixto,11.0,"6-1, 6-3",Andrei Crabel
14th Annual SCTA Desert Cities Grand Prix Masters Championships (Level 3),2018-10-06,Andrei Crabel,11.0,Justin Lee,0.0,"6-1, 6-2",Andrei Crabel
4th Annual Creamistry Cerritos Junior Open (Level 4),2018-10-01,Oscar Ornelas,0.0,Andrei Crabel,11.0,,Andrei Crabel
34th Annual Los Caballeros Junior Tournament (Level 3),2018-09-16,Dominique Rolland,13.06,Andrei Crabel,11.0,"6-2, 7-6",Andrei Crabel
34th Annual Los Caballeros Junior Tournament (Level 3),2018-09-16,Andrei Crabel,11.0,Emmett Potter,12.0,"6-1, 6-3",Andrei Crabel
Anaheim Hills  Plus Four (Level 4) Open Junior,2018-09-16,Andrei Crabel,11.0,Roy Richa,0.0,8-4,Andrei Crabel
Anaheim Hills  Plus Four (Level 4) Open Junior,2018-09-16,William Hsieh,12.0,Andrei Crabel,11.0,8-1,Andrei Crabel
Anaheim Hills  Plus Four (Level 4) Open Junior,2018-09-16,Michael Kaplan,12.0,Andrei Crabel,11.0,8-0,Andrei Crabel
103rd Annual Santa Barbara Junior Open (Level 3),2018-08-25,Derek Shiffer,11.0,Andrei Crabel,11.0,"3-6, 6-3, 6-4",Andrei Crabel
103rd Annual Santa Barbara Junior Open (Level 3),2018-08-25,Andrei Crabel,11.0,Ethan Hickman,0.0,"6-0, 6-0",Andrei Crabel
23nd Annual San Luis Obispo Summer Classic (Level 4),2018-08-11,Andrei Crabel,11.0,Turner Loughead,0.0,"6-0, 6-0",Andrei Crabel
23nd Annual San Luis Obispo Summer Classic (Level 4),2018-08-11,Ignatio Tran,10.0,Andrei Crabel,11.0,"6-4, 7-6",Andrei Crabel
23nd Annual San Luis Obispo Summer Classic (Level 4),2018-08-11,Andrei Crabel,11.0,Robert Liu,0.0,"6-0, 6-0",Andrei Crabel
20th Annual Jackie Tatum Junior Tennis Classic Open (Level 5),2018-07-03,Hayden Rand,0.0,Andrei Crabel,11.0,"6-1, 6-3",Andrei Crabel
20th Annual Jackie Tatum Junior Tennis Classic Open (Level 5),2018-07-03,Andrei Crabel,11.0,Michael James,8.0,"6-4, 6-1",Andrei Crabel
Beverly Hills Junior Tournament (Level 4),2018-06-24,Adam Ridaoui,0.0,Andrei Crabel,11.0,"6-3, 6-3",Andrei Crabel
Beverly Hills Junior Tournament (Level 4),2018-06-24,Andrei Crabel,11.0,Riley Hillenbrand,0.0,"3-6, 6-4, 1-0(6)",Andrei Crabel
Beverly Hills Junior Tournament (Level 4),2018-06-24,Andrei Crabel,11.0,Alejandro Barrientos,10.0,"2-6, 6-4, 1-0(7)",Andrei Crabel
116th Annual Southern California Junior Sectional Championships (Level 1),2018-06-24,Advik Mareedu,12.0,Andrei Crabel,11.0,"6-2, 6-3",Andrei Crabel
"4th Annual Cerritos ""Kiss the Summer Hello"" Junior Open (Level 4)",2018-06-11,Andrei Crabel,11.0,Clarence Lai,0.0,"6-0, 6-0",Andrei Crabel
"4th Annual Cerritos ""Kiss the Summer Hello"" Junior Open (Level 4)",2018-06-11,Advik Mareedu,12.0,Andrei Crabel,11.0,"6-2, 7-5",Andrei Crabel
19th Annual Laguna Niguel Junior Open Tournament (Level 5),2018-06-07,Andrei Crabel,11.0,George Hakopian,12.0,"6-2, 6-4",Andrei Crabel
19th Annual Laguna Niguel Junior Open Tournament (Level 5),2018-06-07,Nikolas Abu-Wishah,0.0,Andrei Crabel,11.0,"7-6, 6-4",Andrei Crabel
37th Woody Hunt South Bay Junior Tournament (Level 2),2018-06-02,Conrad Brown,12.0,Andrei Crabel,11.0,"6-0, 6-2",Andrei Crabel
37th Woody Hunt South Bay Junior Tournament (Level 2),2018-06-02,Andrei Crabel,11.0,Jayce Spurgiasz,10.0,"6-3, 6-0",Andrei Crabel
Glendora Spring Championships (Level 5),2018-05-20,Andrei Crabel,11.0,Rick Zhu,0.0,"6-0, 6-0",Andrei Crabel
Glendora Spring Championships (Level 5),2018-05-20,Andrei Crabel,11.0,Marko Ratkovic,0.0,"4-6, 7-6(4), 1-0(9)",Andrei Crabel
Glendora Spring Championships (Level 5),2018-05-20,Andrei Crabel,11.0,Aiden Paek,9.0,"6-3, 6-0",Andrei Crabel
Glendora Spring Championships (Level 5),2018-05-20,Spencer Cheung,0.0,Andrei Crabel,11.0,"6-2, 6-2",Andrei Crabel
Pete Brown Tennis Classic Junior Open (Level 5),2018-05-07,Hughes Peus,0.0,Andrei Crabel,11.0,"6-0, 6-0",Andrei Crabel
Pete Brown Tennis Classic Junior Open (Level 5),2018-05-07,Andrei Crabel,11.0,Takehiro Shuda,10.0,"6-0, 6-2",Andrei Crabel
Flint Canyon Spring Junior Open Tournament (Level 5),2018-04-29,Andrei Crabel,11.0,Aaron Ellis,0.0,"6-1, 6-1",Andrei Crabel
Flint Canyon Spring Junior Open Tournament (Level 5),2018-04-29,Andrei Crabel,11.0,Orion Blackmore,9.0,"6-1, 6-1",Andrei Crabel
Flint Canyon Spring Junior Open Tournament (Level 5),2018-04-29,Andrei Crabel,11.0,Luke Kim,0.0,"6-0, 6-3",Andrei Crabel
Flint Canyon Spring Junior Open Tournament (Level 5),2018-04-29,Lance Morgan,9.0,Andrei Crabel,11.0,"6-3, 6-4",Andrei Crabel
Flint Canyon Spring Junior Open Tournament (Level 5),2018-04-29,Andrei Crabel,11.0,Andrew Mendelson,11.0,"7-6, 2-6, 1-0(5)",Andrei Crabel
The Ojai 118th Annual Junior Tournament (Level 3),2018-04-28,Dominique Rolland,13.06,Andrei Crabel,11.0,"6-7(7), 6-1, 1-0(7)",Andrei Crabel
31st Annual San Gabriel Valley Junior Open (Level 4),2018-04-22,Milan Karajovic,9.0,Andrei Crabel,11.0,"6-1, 6-3",Andrei Crabel
South Bay Spring Junior Open Tournament (Level 5),2018-04-09,Andrei Crabel,11.0,Julian Alamares,0.0,"6-2, 6-0",Andrei Crabel
South Bay Spring Junior Open Tournament (Level 5),2018-04-09,Ian Jiang,0.0,Andrei Crabel,11.0,"6-4, 6-0",Andrei Crabel
"Moore Tennis Academy ""April Fools"" Junior Open (Level 5)",2018-03-31,Rio Ishikawa,0.0,Andrei Crabel,11.0,"6-1, 6-3",Andrei Crabel
"Moore Tennis Academy ""April Fools"" Junior Open (Level 5)",2018-03-31,Andrei Crabel,11.0,Zachary Price,0.0,"6-1, 6-0",Andrei Crabel
Lakewood Spring Satellite (Level 6),2018-03-25,Andrei Crabel,11.0,Gabriel Eusebio,0.0,"6-1, 6-1",Andrei Crabel
Lakewood Spring Satellite (Level 6),2018-03-25,Andrei Crabel,11.0,Krishan Parikh,0.0,"6-0, 6-0",Andrei Crabel
Lakewood Spring Satellite (Level 6),2018-03-25,Andrei Crabel,11.0,John Elvis Dick,0.0,"6-2, 6-0",Andrei Crabel
Lakewood Spring Satellite (Level 6),2018-03-25,Andrei Crabel,11.0,Ari Feig,11.0,"6-4, 6-4",Andrei Crabel
Moore Tennis Academy Presidents Weekend Junior Open (Level 4),2018-02-18,Dylan Charlap,12.0,Andrei Crabel,11.0,"6-0, 6-1",Andrei Crabel
Moore Tennis Academy Presidents Weekend Junior Open (Level 4),2018-02-18,Andrei Crabel,11.0,Jake Murray,7.0,"6-0, 6-0",Andrei Crabel
Moore Tennis Academy Junior Open (Level 5),2018-02-10,Andrei Crabel,11.0,Jose Manuel Oropeza,0.0,"6-2, 6-2",Andrei Crabel
Moore Tennis Academy Junior Open (Level 5),2018-02-10,Andrei Crabel,11.0,Jake Presser,0.0,"6-4, 6-0",Andrei Crabel
Moore Tennis Academy Junior Open (Level 5),2018-02-10,Adam Bain,12.0,Andrei Crabel,11.0,"6-3, 6-3",Andrei Crabel
Lakewood Junior Open (Level 5),2018-02-05,Steve Nguyen,11.0,Andrei Crabel,11.0,"6-2, 6-0",Andrei Crabel
Lakewood Junior Open (Level 5),2018-02-05,Andrei Crabel,11.0,Hughes Peus,0.0,"6-4, 6-3",Andrei Crabel
Lakewood Junior Open (Level 5),2018-02-05,Andrei Crabel,11.0,Alan Wang,0.0,"6-3, 6-1",Andrei Crabel
Moore Tennis Academy Junior Open (Level 5),2018-01-20,Andrei Crabel,11.0,Connor Claborn,0.0,"6-4, 6-0",Andrei Crabel
Moore Tennis Academy Junior Open (Level 5),2018-01-20,Jonathan Mcmillan,0.0,Andrei Crabel,11.0,"6-4, 6-4",Andrei Crabel
36th Annual SCTA Junior Satellite Masters Invitational Tournament (Level 4),2018-01-14,Nicolas Calixto,11.0,Andrei Crabel,11.0,"6-4, 5-7, 1-0(6)",Andrei Crabel
36th Annual SCTA Junior Satellite Masters Invitational Tournament (Level 4),2018-01-14,Andrei Crabel,11.0,Sky Ng,8.0,"4-6, 6-2, 1-0(8)",Andrei Crabel
36th Annual SCTA Junior Satellite Masters Invitational Tournament (Level 4),2018-01-14,Andrei Crabel,11.0,AUSTIN HARVILL,8.0,"7-5, 6-2",Andrei Crabel
36th Annual SCTA Junior Satellite Masters Invitational Tournament (Level 4),2018-01-14,Andrei Crabel,11.0,Shawyan Rooein,0.0,"6-1, 6-0",Andrei Crabel
Palm Valley New Year Junior Open Championships (Level 4),2017-12-31,Nathan Bernardo,0.0,Andrei Crabel,11.0,"6-1, 6-1",Andrei Crabel
Palm Valley New Year Junior Open Championships (Level 4),2017-12-31,Andrei Crabel,11.0,Ari Feig,11.0,8-5,Andrei Crabel
Palm Valley New Year Junior Open Championships (Level 4),2017-12-31,Jack Li,0.0,Andrei Crabel,11.0,8-0,Andrei Crabel
Indian Wells Tennis Garden Holiday Junior Open Tournament (Level 5),2017-12-28,Toma Hanawa,0.0,Andrei Crabel,11.0,"6-2, 6-4",Andrei Crabel
Monterey Country Club December Junior Open Tournament (Level 4),2017-12-22,Andrei Crabel,11.0,Nicholas Scolieri,0.0,"6-4, 6-2",Andrei Crabel
Monterey Country Club December Junior Open Tournament (Level 4),2017-12-22,Hunter Lynch,10.0,Andrei Crabel,11.0,"6-0, 6-1",Andrei Crabel
Match Tough Tennis Academy Holiday Junior Open (Level 5) and Satellite (Level 6),2017-12-19,Andrei Crabel,11.0,Ikeda Rooney,0.0,"6-1, 6-3",Andrei Crabel
Match Tough Tennis Academy Holiday Junior Open (Level 5) and Satellite (Level 6),2017-12-19,Luke Manion,0.0,Andrei Crabel,11.0,"7-5, 6-1",Andrei Crabel
2nd Annual Ramada Winter Junior Open Championships (Level 5),2017-12-10,Lance Morgan,9.0,Andrei Crabel,11.0,"6-1, 6-2",Andrei Crabel
2nd Annual Ramada Winter Junior Open Championships (Level 5),2017-12-10,Andrei Crabel,11.0,AUSTIN HARVILL,8.0,"6-2, 6-3",Andrei Crabel
Palm Valley Alek Feller Memorial Junior Open Championships (Level 3),2017-12-09,Andrei Crabel,11.0,Arya Patel,0.0,"6-3, 6-2",Andrei Crabel
Palm Valley Alek Feller Memorial Junior Open Championships (Level 3),2017-12-09,Marcus Sebastian,10.0,Andrei Crabel,11.0,"6-0, 6-1",Andrei Crabel
Indian Wells Tennis Garden Thanksgiving Junior Satellite Tournament (Level 6),2017-11-25,Andrei Crabel,11.0,Max Rabaudi,0.0,"6-0, 6-0",Andrei Crabel
Indian Wells Tennis Garden Thanksgiving Junior Satellite Tournament (Level 6),2017-11-25,Andrei Crabel,11.0,Ethan Gomulka,7.0,"6-3, 6-1",Andrei Crabel
Indian Wells Tennis Garden Thanksgiving Junior Satellite Tournament (Level 6),2017-11-25,Adam Farag-Cao,12.0,Andrei Crabel,11.0,"6-3, 6-4",Andrei Crabel
Moore Tennis Academy Junior Open (Level 5),2017-11-11,Nicolas Calixto,11.0,Andrei Crabel,11.0,"7-5, 6-2",Andrei Crabel
Moore Tennis Academy Junior Open (Level 5),2017-11-11,Andrei Crabel,11.0,James Krantz,10.0,"6-0, 6-2",Andrei Crabel
Warner Tennis Center Fall Junior Open (Level 5),2017-11-11,Chase Rogers,0.0,Andrei Crabel,11.0,"6-1, 6-0",Andrei Crabel
Moore Tennis Academy Halloween Junior Open (Level 5),2017-10-28,Brody Nejedly,12.0,Andrei Crabel,11.0,"6-2, 6-2",Andrei Crabel
Moore Tennis Academy Halloween Junior Open (Level 5),2017-10-28,Andrei Crabel,11.0,Paul Holt,0.0,8-0,Andrei Crabel
Moore Tennis Academy Halloween Junior Open (Level 5),2017-10-28,Andrei Crabel,11.0,Nicolas Calixto,11.0,8-6,Andrei Crabel
Moore Tennis Academy Halloween Junior Open (Level 5),2017-10-28,Andrei Crabel,11.0,Adam Farag-Cao,12.0,8-5,Andrei Crabel
California Tennis Association Fall Junior Open (Level 5) and Satellite (Level 6),2017-10-22,Justin Lee,0.0,Andrei Crabel,11.0,"7-6, 7-7, 1-0(5)",Andrei Crabel
California Tennis Association Fall Junior Open (Level 5) and Satellite (Level 6),2017-10-22,Andrei Crabel,11.0,Jonathan Lee,0.0,"6-2, 6-4",Andrei Crabel
73rd Annual iTennis Rose Bowl Junior Championships (Level 4),2017-10-21,Luke Kim,0.0,Andrei Crabel,11.0,"7-5, 1-6, 1-0(7)",Andrei Crabel
2nd Annual Braemar Junior Open Tournament   (Level 5),2017-10-07,Andrei Crabel,11.0,Cooper Kline,9.0,"6-4, 6-2",Andrei Crabel
2nd Annual Braemar Junior Open Tournament   (Level 5),2017-10-07,Derek Shiffer,11.0,Andrei Crabel,11.0,"6-2, 6-3",Andrei Crabel
iTennis Performance Center Fall Junior Open Tournament (Level 5),2017-10-01,Brodie Young-Smith,9.0,Andrei Crabel,11.0,"6-2, 6-2",Andrei Crabel
iTennis Performance Center Fall Junior Open Tournament (Level 5),2017-10-01,Andrei Crabel,11.0,Alex Minasyan,0.0,"6-3, 6-3",Andrei Crabel
South Bay Fall Open Tournament (Level 5),2017-09-30,Andrei Crabel,11.0,Aidan Anastasi,0.0,"6-0, 6-1",Andrei Crabel
South Bay Fall Open Tournament (Level 5),2017-09-30,Andrei Crabel,11.0,Gavin Hatch,0.0,"6-0, 6-0",Andrei Crabel
South Bay Fall Open Tournament (Level 5),2017-09-30,Dariush Dahesh,0.0,Andrei Crabel,11.0,"6-2, 6-4",Andrei Crabel
iTennis Performance Center September Junior Open Tournament (Level 5),2017-09-10,Tai MacDonald,10.0,Andrei Crabel,11.0,"6-2, 6-1",Andrei Crabel
iTennis Performance Center September Junior Open Tournament (Level 5),2017-09-10,Andrei Crabel,11.0,Brian Hang,9.0,"6-1, 6-0",Andrei Crabel
18th Annual Safe Passage Tennis Jr. Open Tournament (Level 5),2017-08-26,Nathan Bernardo,0.0,Andrei Crabel,11.0,"6-3, 6-1",Andrei Crabel
18th Annual Safe Passage Tennis Jr. Open Tournament (Level 5),2017-08-26,Andrei Crabel,11.0,Aaron Smith,0.0,"4-6, 7-6, 1-0(6)",Andrei Crabel
18th Annual Safe Passage Tennis Jr. Open Tournament (Level 5),2017-08-26,Andrei Crabel,11.0,Jacob Watkins,10.0,"6-2, 6-1",Andrei Crabel
1st Annual Burbank Tennis Center Open by Tennis Mechanix Academy (Level 5),2017-08-26,Esteban Castillo,0.0,Andrei Crabel,11.0,"6-4, 6-2",Andrei Crabel
1st Annual Burbank Tennis Center Open by Tennis Mechanix Academy (Level 5),2017-08-26,Andrei Crabel,11.0,Marko Ratkovic,0.0,"0-6, 6-3, 1-0(5)",Andrei Crabel
88th Annual Santa Monica Junior Open (Level 5) & Satellite Tournament (Level 6),2017-08-16,Benjamin Hochman,0.0,Andrei Crabel,11.0,"6-0, 6-0",Andrei Crabel
2017 Long Beach Junior Open (Level 5),2017-08-13,Ryan Huynh,0.0,Andrei Crabel,11.0,"6-3, 6-1",Andrei Crabel
2017 Long Beach Junior Open (Level 5),2017-08-13,Andrei Crabel,11.0,Grahm Breiter,0.0,"6-4, 6-2",Andrei Crabel
2017 Long Beach Junior Open (Level 5),2017-08-13,Andrei Crabel,11.0,Ian Kim,0.0,"6-0, 6-0",Andrei Crabel
11th Annual Match Tough Tennis Academy Junior Classic (Level 5),2017-08-09,Chris Shen,0.0,Andrei Crabel,11.0,"6-4, 6-7(9), 1-0(6)",Andrei Crabel
11th Annual Match Tough Tennis Academy Junior Classic (Level 5),2017-08-09,Andrei Crabel,11.0,Aaron Gathrid,0.0,"5-7, 6-2, 1-0(5)",Andrei Crabel
2nd Annual Serve It Up Tennis Summer Junior Satellite (Level 6) and Novice (Level 7) Tournament,2017-08-05,Amaan Irfan,0.0,Andrei Crabel,11.0,"6-4, 6-2",Andrei Crabel
2nd Annual Serve It Up Tennis Summer Junior Satellite (Level 6) and Novice (Level 7) Tournament,2017-08-05,Andrei Crabel,11.0,Lawrence Balagula,0.0,"6-0, 6-1",Andrei Crabel
RAMP TENNIS Junior Open Tournament (Level 5),2017-07-29,Ryan Lee ,0.0,Andrei Crabel,11.0,"6-4, 6-3",Andrei Crabel
RAMP TENNIS Junior Open Tournament (Level 5),2017-07-29,Andrei Crabel,11.0,Sean Tiplitsky,5.0,"4-6, 6-3, 1-0(4)",Andrei Crabel
84th Annual Los Angeles Metro Junior Tournament (Level 5),2017-07-22,Ryan Phan,0.0,Andrei Crabel,11.0,"6-1, 4-6, 6-2",Andrei Crabel
84th Annual Los Angeles Metro Junior Tournament (Level 5),2017-07-22,Andrei Crabel,11.0,kenneth cho,0.0,"6-4, 6-0",Andrei Crabel
84th Annual Los Angeles Metro Junior Tournament (Level 5),2017-07-22,Andrei Crabel,11.0,Sam Bernardy,0.0,"6-1, 7-5",Andrei Crabel
Warner Tennis Center Summer Junior Satellite (Level 6),2017-07-11,Andrei Crabel,11.0,Michael Cristiano,0.0,"7-6(4), 6-1",Andrei Crabel
Warner Tennis Center Summer Junior Satellite (Level 6),2017-07-11,Andrei Crabel,11.0,jax liescheidt,0.0,"6-3, 6-3",Andrei Crabel
Warner Tennis Center Summer Junior Satellite (Level 6),2017-07-11,Andrei Crabel,11.0,Joshua Lebel,0.0,"6-2, 6-2",Andrei Crabel
City of Anaheim Junior Satellite Tournament (Level 6),2017-07-09,Shawyan Rooein,0.0,Andrei Crabel,11.0,"3-6, 6-2, 1-0(8)",Andrei Crabel
City of Anaheim Junior Satellite Tournament (Level 6),2017-07-09,Andrei Crabel,11.0,Wesley Bian,0.0,"6-0, 6-0",Andrei Crabel
20th Annual West End Junior Satellite Tournament (Level 6),2017-07-06,Marcus Kim,0.0,Andrei Crabel,11.0,"6-1, 6-3",Andrei Crabel
20th Annual West End Junior Satellite Tournament (Level 6),2017-07-06,Andrei Crabel,11.0,Gautam Iyer,0.0,"6-2, 6-1",Andrei Crabel
20th Annual West End Junior Satellite Tournament (Level 6),2017-07-06,Andrei Crabel,11.0,Donovan Hwang,0.0,"6-2, 6-3",Andrei Crabel
19th Annual Jackie Tatum Junior Tennis Classic Open (Level 5) and Satellite (Level 6),2017-07-03,Tanner Chen,0.0,Andrei Crabel,11.0,"6-2, 6-2",Andrei Crabel
Beverly Hills Junior Tournament (Level 4),2017-06-26,Nikola Kuraica,11.0,Andrei Crabel,11.0,"6-3, 6-0",Andrei Crabel
115th Annual Southern California Junior Sectional Championships (Level 1),2017-06-25,Bryce Nakashima Nakashima,13.33,Andrei Crabel,11.0,"6-0, 6-3",Andrei Crabel
Match Tough Tennis Academy Summer Junior Satellite (Level 6),2017-06-13,Drew Singer,5.0,Andrei Crabel,11.0,"6-1, 6-0",Andrei Crabel
Match Tough Tennis Academy Summer Junior Satellite (Level 6),2017-06-13,Andrei Crabel,11.0,Hudson Kim,0.0,"6-1, 6-1",Andrei Crabel
Match Tough Tennis Academy Summer Junior Satellite (Level 6),2017-06-13,Andrei Crabel,11.0,Zachary Anderson,7.0,"6-3, 6-1",Andrei Crabel
iTennis/Arcadia Park Junior Open (Level 5),2017-05-28,Owen Taylor,6.0,Andrei Crabel,11.0,"6-1, 6-1",Andrei Crabel
iTennis/Arcadia Park Junior Open (Level 5),2017-05-28,Andrei Crabel,11.0,Eric Poindexter,10.0,"6-4, 6-3",Andrei Crabel
iTennis/Arcadia Park Junior Open (Level 5),2017-05-28,Andrei Crabel,11.0,Drew Abramowitz,0.0,"6-3, 6-0",Andrei Crabel
Northridge Spring Junior Open (Level 5),2017-05-20,Cassius Chinlund,13.0,Andrei Crabel,11.0,"6-0, 6-1",Andrei Crabel
Northridge Spring Junior Open (Level 5),2017-05-20,Andrei Crabel,11.0,Kamran Hanif,0.0,"6-4, 3-6, 1-0(3)",Andrei Crabel
Northridge Spring Junior Open (Level 5),2017-05-20,Andrei Crabel,11.0,Brady Schaefgen,11.0,"6-1, 6-2",Andrei Crabel
Westlake Athletic Club Spring Junior Open (Level 5),2017-05-13,Aiden Whitehouse,0.0,Andrei Crabel,11.0,"6-4, 6-0",Andrei Crabel
