Event Name,Date,Player1,Player1 UTR,Player2,Player2 UTR,Score,Searched Name
Las Posas Country Club Winter Junior Open Tournament (Level 5),2017-02-05,Cassius Chinlund,13.0,Griffin Marcus,0.0,"6-3, 6-1",Cassius Chinlund
Las Posas Country Club Winter Junior Open Tournament (Level 5),2017-02-05,Cassius Chinlund,13.0,Trent Chu,0.0,"6-1, 6-1",Cassius Chinlund
71st Annual Fullerton Junior Closed Tournament (Level 2),2017-02-05,Jack Hanna,11.0,Cassius Chinlund,13.0,"6-1, 6-0",Cassius Chinlund
26th So Cal Christmas Junior Open (Level 5) & Satellite (Level 6),2017-01-02,Steve Nguyen,11.0,Cassius Chinlund,13.0,"6-1, 6-0",Cassius Chinlund
26th So Cal Christmas Junior Open (Level 5) & Satellite (Level 6),2017-01-02,Cassius Chinlund,13.0,Kamran Hanif,0.0,"4-6, 7-5, 1-0(2)",Cassius Chinlund
26th So Cal Christmas Junior Open (Level 5) & Satellite (Level 6),2017-01-02,Cassius Chinlund,13.0,Hari Raghavan,9.0,"6-3, 7-5",Cassius Chinlund
26th So Cal Christmas Junior Open (Level 5) & Satellite (Level 6),2017-01-02,Cassius Chinlund,13.0,Joshua Kim,11.0,"6-4, 6-4",Cassius Chinlund
42nd Annual Claremont Club Junior Tournament (Level 5),2016-12-18,Parashar Bharadwaj,12.0,Cassius Chinlund,13.0,"6-3, 6-3",Cassius Chinlund
42nd Annual Claremont Club Junior Tournament (Level 5),2016-12-18,Cassius Chinlund,13.0,Ignatio Tran,10.0,"6-2, 6-3",Cassius Chinlund
27th Annual Calabasas Junior Open Tournament (4),2016-11-05,Hughes Peus,0.0,Cassius Chinlund,13.0,"7-5, 6-2",Cassius Chinlund
27th Annual Calabasas Junior Open Tournament (4),2016-11-05,Cassius Chinlund,13.0,Valmont Robyn,0.0,"6-2, 6-2",Cassius Chinlund
,2016-10-09,Adam Ridaoui,0.0,Cassius Chinlund,13.0,"6-2, 6-2",Cassius Chinlund
,2016-10-09,Cassius Chinlund,13.0,William Hsieh,12.0,"6-0, 6-1",Cassius Chinlund
,2016-10-01,Tanner Chen,0.0,Cassius Chinlund,13.0,"6-2, 6-3",Cassius Chinlund
,2016-10-01,Cassius Chinlund,13.0,Henry Chiocchi,0.0,"6-2, 6-0",Cassius Chinlund
,2016-09-11,Luke Feng,10.0,Cassius Chinlund,13.0,"6-4, 6-4",Cassius Chinlund
Jack Kramer Club Hidden Dual,2025-11-01,Andrei Crabel,11.0,William Kleege,11.46,"6-3, 2-4",Andrei Crabel
Jack Kramer Club Hidden Dual,2025-11-01,Andrei Crabel,11.0,Sam Rappaport,11.0,"6-4, 3-6, 6-3",Andrei Crabel
2025 ITA DI Men's Southwest Regional Championships,2025-10-20,Matei Gavrea,12.0,Andrei Crabel,11.0,"6-0, 6-1",Andrei Crabel
2025 ITA DI Men's Southwest Regional Championships,2025-10-20,Pablo Robledo,11.81,Andrei Crabel,11.0,"6-3, 6-1",Andrei Crabel
M15 San Diego,2025-07-12,Finn Willman,11.91,Andrei Crabel,11.0,"6-2, 6-1",Andrei Crabel
"M15 Los Angeles, CA",2025-07-05,Nicholas Godsick,13.4,Andrei Crabel,11.0,"6-1, 6-0",Andrei Crabel
"M15 Lakewood, CA",2025-06-28,Joe Leather,12.53,Andrei Crabel,11.0,"6-2, 6-2",Andrei Crabel
"M15 Rancho Santa Fe, CA",2025-06-21,Benjamin O'Connell,12.68,Andrei Crabel,11.0,"6-4, 6-0",Andrei Crabel
"M15 San Diego, CA",2025-06-07,Ricardo Rodriguez,12.0,Andrei Crabel,11.0,"6-2, 6-2",Andrei Crabel
"M15 San Diego, CA",2025-05-31,Marco Alvarez,12.31,Andrei Crabel,11.0,"6-0, 6-2",Andrei Crabel
M15 Lakewood,2024-07-08,Jacob Bullard,13.0,Andrei Crabel,11.0,"6-2, 6-2",Andrei Crabel
M15 Lakewood,2024-07-01,Jelani Sarr,12.0,Andrei Crabel,11.0,"6-2, 6-4",Andrei Crabel
M15 Rolling Hills Estates,2024-06-24,Braden Shick,13.88,Andrei Crabel,11.0,"6-0, 6-1",Andrei Crabel
M15 Rancho Santa Fe,2024-06-17,Christopher Bulus,13.15,Andrei Crabel,11.0,"6-2, 6-2",Andrei Crabel
M15 San Diego,2024-06-10,Jay Dylan Hara Friend,14.33,Andrei Crabel,11.0,"6-1, 6-3",Andrei Crabel
M15 San Diego,2024-06-03,Ryan Dickerson,13.25,Andrei Crabel,11.0,"6-0, 6-1",Andrei Crabel
M15 San Diego,2024-05-27,Ryan Dickerson,13.25,Andrei Crabel,11.0,"6-2, 6-0",Andrei Crabel
2024 Crabel Tennis UTR  $2500 Prize Money,2024-03-03,Andrei Crabel,11.0,David James Brownlee,11.0,"6-4, 6-4",Andrei Crabel
2024 Crabel Tennis UTR  $2500 Prize Money,2024-03-01,Joseph Corse,11.0,Andrei Crabel,11.0,"6-0, 6-2",Andrei Crabel
2024 Crabel Tennis UTR  $2500 Prize Money,2024-02-29,Logan Blair,0.0,Andrei Crabel,11.0,"6-3, 6-3",Andrei Crabel
The 2024 Cadillac of Calabasas 25K Men's Pro Tennis Championships Main Draw Wildcard,2024-02-18,Stefan Menichella,12.4,Andrei Crabel,11.0,"6-0, 6-0",Andrei Crabel
The 2024 Cadillac of Calabasas 25K Men's Pro Tennis Championships Main Draw Wildcard,2024-02-17,Andrei Crabel,11.0,Edward Markosian,9.0,"6-1, 6-7(7), 1-0(5)",Andrei Crabel
M15 Lakewood,2023-07-10,Jared Thompkins,0.0,Andrei Crabel,11.0,"6-3, 6-4",Andrei Crabel
M15 Lakewood,2023-07-03,Elijah Strode,12.0,Andrei Crabel,11.0,"4-6, 6-1, 1-0(7)",Andrei Crabel
CRABEL TENNIS $6300,2023-06-30,Andy Nguyen,13.0,Andrei Crabel,11.0,"6-1, 6-4",Andrei Crabel
CRABEL TENNIS $6300,2023-06-29,Conrad Brown,12.0,Andrei Crabel,11.0,"6-4, 6-4",Andrei Crabel
CRABEL TENNIS $6300,2023-06-28,Dylan Waldorf Martin,12.0,Andrei Crabel,11.0,"6-3, 7-5",Andrei Crabel
M15 Irvine,2023-06-26,Daniel De Jonge,13.54,Andrei Crabel,11.0,"6-3, 6-1",Andrei Crabel
"SoCal Pro Series: $15,000 Pre-Qualifier, Lakewood (Men's and Women's Singles)",2023-06-04,Dominique Rolland,13.06,Andrei Crabel,11.0,"6-4, 6-3",Andrei Crabel
"SoCal Pro Series: $15,000 Pre-Qualifier, Lakewood (Men's and Women's Singles)",2023-06-04,Andrei Crabel,11.0,Joshua Quijano,10.0,"7-5, 6-3",Andrei Crabel
"SoCal Pro Series: $15,000 Pre-Qualifier, Lakewood (Men's and Women's Singles)",2023-06-04,Andrei Crabel,11.0,Joseph Corse,11.0,5-2,Andrei Crabel
CRABEL TENNIS $6300,2023-05-22,Andrei Crabel,11.0,Kane Kelley,10.0,,Andrei Crabel
UTR Crabel Tennis CLAY court,2023-04-22,Eita Ishikawa,10.0,Andrei Crabel,11.0,"6-2, 4-6, 1-0(6)",Andrei Crabel
UTR Crabel Tennis CLAY court,2023-04-20,Hernan Oivas Quiroz,0.0,Andrei Crabel,11.0,"6-1, 2-6, 1-0(8)",Andrei Crabel
UTR Crabel Tennis CLAY court,2023-04-19,Andrei Crabel,11.0,Nathan Caoile,11.0,"6-2, 6-2",Andrei Crabel
CRABEL TENNIS $5700 Prize money,2023-02-04,Andrei Crabel,11.0,Hernan Oivas Quiroz,0.0,"7-5, 0-6, 1-0(9)",Andrei Crabel
CRABEL TENNIS $5700 Prize money,2023-02-04,Mario Garcia,11.0,Andrei Crabel,11.0,"6-4, 7-6(5)",Andrei Crabel
CRABEL TENNIS $5700 Prize money,2023-02-03,Andrew Li,12.0,Andrei Crabel,11.0,"6-2, 4-6, 1-0(8)",Andrei Crabel
Fullerton presented by Solinco ,2023-01-28,Enzo Inghilterra,10.0,Andrei Crabel,11.0,,Andrei Crabel
CRABEL TENNIS $2500,2022-12-18,Andrei Crabel,11.0,Toky Nicolas Ranaivo,0.0,,Andrei Crabel
CRABEL TENNIS $2500,2022-12-17,Gray Kelley,12.0,Andrei Crabel,11.0,"6-3, 6-3",Andrei Crabel
CRABEL TENNIS $2500,2022-12-17,John Cross,12.0,Andrei Crabel,11.0,"7-5, 6-3",Andrei Crabel
CRABEL TENNIS $3100,2022-11-26,Caleb Wilkins,11.0,Andrei Crabel,11.0,"6-1, 6-2",Andrei Crabel
CRABEL TENNIS $3100,2022-11-26,Anirudh Gupta,10.0,Andrei Crabel,11.0,"6-4, 7-6(1)",Andrei Crabel
CRABEL TENNIS $3100,2022-11-25,Andrei Crabel,11.0,Gregory Gamal,12.0,"7-6(4), 7-5",Andrei Crabel
CRABEL TENNIS $2500,2022-10-09,Andrei Crabel,11.0,Rex Harrison,11.0,"7-5, 6-1",Andrei Crabel
CRABEL TENNIS $2500,2022-10-08,Andrei Crabel,11.0,Jex Frankel,0.0,"6-1, 6-2",Andrei Crabel
CRABEL TENNIS $2500,2022-10-08,Logan Blair,0.0,Andrei Crabel,11.0,"7-5, 6-4",Andrei Crabel
Lakewood Super Tournament,2022-10-01,Andrei Crabel,11.0,Michael Seversen,12.0,,Andrei Crabel
Lakewood Super Tournament,2022-10-01,Andrei Crabel,11.0,Michael Marci,7.0,"6-1, 6-1",Andrei Crabel
Lakewood Super Tournament,2022-10-01,Andrei Crabel,11.0,James Truong,9.0,"7-5, 6-4",Andrei Crabel
Lakewood Super Tournament,2022-10-01,Brody Nejedly,12.0,Andrei Crabel,11.0,"6-3, 6-4",Andrei Crabel
Lakewood Super Tournament,2022-10-01,Andrei Crabel,11.0,Mason Bui,11.0,"6-4, 6-3",Andrei Crabel
Lakewood Super Tournament,2022-10-01,Andrei Crabel,11.0,Jake Chen,10.0,"6-2, 6-2",Andrei Crabel
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY (SEPTEMBER 17-19)",2022-09-17,Gustavo Marcanth,10.0,Andrei Crabel,11.0,"7-5, 6-4",Andrei Crabel
"Los Caballeros, Fountain Valley",2022-09-05,Andrei Crabel,11.0,Julien Simonian,0.0,"6-4, 6-7(9), 1-0(7)",Andrei Crabel
"Los Caballeros, Fountain Valley",2022-09-05,Winston Wooin Lee,12.0,Andrei Crabel,11.0,"6-2, 6-2",Andrei Crabel
Singles & Doubles Lakewood Tennis Center ,2022-08-21,Andrei Crabel,11.0,Ronak Santhosh,8.0,"6-0, 6-2",Andrei Crabel
Singles & Doubles Lakewood Tennis Center ,2022-08-21,Evan Ancu,10.0,Andrei Crabel,11.0,"6-4, 2-6, 1-0(8)",Andrei Crabel
Anaheim Tennis Center,2022-08-14,Andrei Crabel,11.0,Xijian Chen,10.0,"6-1, 6-2",Andrei Crabel
Anaheim Tennis Center,2022-08-14,Andrei Crabel,11.0,Caleb Settles,11.0,"6-3, 6-2",Andrei Crabel
Anaheim Tennis Center,2022-08-14,Evan Ancu,10.0,Andrei Crabel,11.0,"6-2, 6-3",Andrei Crabel
Anaheim Tennis Center,2022-08-14,Andrei Crabel,11.0,Mason Foxman,9.0,"6-3, 6-4",Andrei Crabel
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY (AUGUST 6-8)",2022-08-07,Charlie Underwood,12.0,Andrei Crabel,11.0,"6-2, 6-1",Andrei Crabel
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY (AUGUST 6-8)",2022-08-06,Andrei Crabel,11.0,CARLOS ENCINAS GALAN,10.0,"6-1, 7-6(4)",Andrei Crabel
Fullerton (SoCal players only),2022-01-22,Anirudh Gupta,10.0,Andrei Crabel,11.0,,Andrei Crabel
V&V TENNIS ACADEMY $3K PRIZE MONEY CHRISTMAS OPEN TOURNAMENT! ALL LEVELS  (MEN'S AND WOMEN'S SINGLES) + (MEN'S AND WOMEN'S DOUBLES + MIXED DOUBLES) + (JUNIORS  SINGLES & DOUBLES) DECEMBER 17-19!,2021-12-18,Jared Thompkins,0.0,Andrei Crabel,11.0,"6-2, 2-6, 1-0(2)",Andrei Crabel
V&V TENNIS ACADEMY $3K PRIZE MONEY CHRISTMAS OPEN TOURNAMENT! ALL LEVELS  (MEN'S AND WOMEN'S SINGLES) + (MEN'S AND WOMEN'S DOUBLES + MIXED DOUBLES) + (JUNIORS  SINGLES & DOUBLES) DECEMBER 17-19!,2021-12-17,Andrei Crabel,11.0,Ivan Ozerets,0.0,"6-2, 6-1",Andrei Crabel
"Moore Tennis Academy, Cathedral City",2021-12-12,Dawson Janeski,9.0,Andrei Crabel,11.0,,Andrei Crabel
"Moore Tennis Academy, Cathedral City",2021-12-11,Matthew Garrido,0.0,Andrei Crabel,11.0,,Andrei Crabel
Lakewood,2021-12-05,Nathaniel Suh,11.0,Andrei Crabel,11.0,"6-4, 6-2",Andrei Crabel
Lakewood,2021-12-04,Andrei Crabel,11.0,Brian Hang,9.0,"6-3, 6-0",Andrei Crabel
Lakewood,2021-12-04,Andrei Crabel,11.0,Nelson Alapi,10.0,"6-4, 6-2",Andrei Crabel
"Spearman Clubs War by the Shore, Laguna Niguel",2021-11-26,Dylan Kha,8.0,Andrei Crabel,11.0,"6-7(12), 6-0, 1-0(9)",Andrei Crabel
"Spearman Clubs War by the Shore, Laguna Niguel",2021-11-24,Andrei Crabel,11.0,Rohan Yarlagadda,10.0,"6-7(7), 7-6(3), 1-0(7)",Andrei Crabel
"Spearman Clubs War by the Shore, Laguna Niguel",2021-11-23,Andrei Crabel,11.0,Brandon Vu,10.0,"6-2, 5-7, 1-0(1)",Andrei Crabel
"Spearman Clubs War by the Shore, Laguna Niguel",2021-11-23,Andrei Crabel,11.0,Jovan Pedroza,10.0,"1-6, 6-1, 1-0(3)",Andrei Crabel
"USTA So Cal ""Final 8"" Championships (Wknd 1: Lakewood area; Wknd 2: Rancho Mirage)",2021-11-13,Grant Gallagher,9.0,Andrei Crabel,11.0,"6-3, 6-1",Andrei Crabel
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY (OCT. 23 - OCT. 25)",2021-10-24,Adiran Solorzano,12.0,Andrei Crabel,11.0,"6-4, 6-1",Andrei Crabel
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY  (SEPT. 25 - SEPT. 27) *Women's Doubles Added*",2021-09-25,Jan Simon ,0.0,Andrei Crabel,11.0,"6-2, 6-2",Andrei Crabel
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY  (SEPT. 25 - SEPT. 27) *Women's Doubles Added*",2021-09-25,Andrei Crabel,11.0,Joshua Kim,10.0,"6-4, 0-6, 1-0(8)",Andrei Crabel
The Tennis Club at Newport Beach Weekly Verified Match 3:00 - 5:00  5:30 - 7:30 Limited spots available,2021-08-26,Jack McGary,11.94,Andrei Crabel,11.0,"6-0, 6-2",Andrei Crabel
The Tennis Club at Newport Beach Weekly Verified Match 3:00 - 5:00  5:30 - 7:30 Limited spots available,2021-08-25,Lalithaditya Suresh Kumar,0.0,Andrei Crabel,11.0,"2-6, 6-3, 1-0(8)",Andrei Crabel
"Los Caballeros Jr. Open, Fountain Valley",2021-09-11,Advik Mareedu,12.0,Andrei Crabel,11.0,"6-2, 6-2",Andrei Crabel
"Los Caballeros Jr. Open, Fountain Valley",2021-09-05,Andrei Crabel,11.0,Henry Scheck,10.0,"6-4, 6-3",Andrei Crabel
"Los Caballeros Jr. Open, Fountain Valley",2021-09-04,Andrei Crabel,11.0,Sky Ng,8.0,"6-2, 6-3",Andrei Crabel
Crabel - Dabul UTR Verified League,2021-05-26,Ethan Vo,10.0,Andrei Crabel,11.0,"7-6(2), 6-3",Andrei Crabel
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY (AUGUST 21- AUGUST 23)",2021-08-21,Elias Anwar,10.0,Andrei Crabel,11.0,"6-7(7), 6-4, 1-0(5)",Andrei Crabel
Fullerton Closed (So Cal players only),2021-08-14,Tai MacDonald,10.0,Andrei Crabel,11.0,"6-7(7), 7-6(5), 1-0(4)",Andrei Crabel
"NEWPORT BEACH $2,000 PRIZE MONEY + WILD CARD TOURNAMENT (AUGUST 7- AUGUST 9)",2021-08-07,Riley Hillenbrand,0.0,Andrei Crabel,11.0,"6-2, 6-2",Andrei Crabel
"NEWPORT BEACH $2,000 PRIZE MONEY + WILD CARD TOURNAMENT (AUGUST 7- AUGUST 9)",2021-08-07,Andrei Crabel,11.0,Mac Caldwell,0.0,"6-2, 7-5",Andrei Crabel
"NEWPORT BEACH $2,000 PRIZE MONEY + WILD CARD TOURNAMENT (July 31 - August 1)",2021-08-01,Andrei Crabel,11.0,Rishvanth Krishna,12.0,"6-1, 6-4",Andrei Crabel
UTR Mid-Week Tournament (Players 8-11 UTR),2021-07-27,Andrei Crabel,11.0,Yu-Hong Chen,10.84,"6-3, 6-4",Andrei Crabel
UTR Mid-Week Tournament (Players 8-11 UTR),2021-07-27,Andrei Crabel,11.0,Harold Santana,0.0,"6-3, 6-1",Andrei Crabel
UTR Mid-Week Tournament (Players 8-11 UTR),2021-07-20,Andrei Crabel,11.0,Saar Rogovski,11.0,"3-6, 3-2",Andrei Crabel
"NEWPORT BEACH $6,000 PRIZE MONEY + WILD CARD TOURNAMENT (July 24-26)",2021-07-24,Sofian Tayebi Alaoui,9.0,Andrei Crabel,11.0,"6-4, 6-4",Andrei Crabel
"Mary Brymer Memorial, Irvine",2021-07-17,Konrad Walter-Wu,0.0,Andrei Crabel,11.0,,Andrei Crabel
"Mary Brymer Memorial, Irvine",2021-07-10,Jonas Corona,0.0,Andrei Crabel,11.0,"6-3, 6-3",Andrei Crabel
63rd Long Beach Junior Tournament,2021-06-27,Justin Lamy,0.0,Andrei Crabel,11.0,"6-0, 6-1",Andrei Crabel
63rd Long Beach Junior Tournament,2021-06-26,Andrei Crabel,11.0,William Schneir,0.0,"6-1, 6-0",Andrei Crabel
"119th Annual USTA So Cal Junior Sectional Championships, Orange County",2021-06-13,Jonas Corona,0.0,Andrei Crabel,11.0,"6-2, 6-4",Andrei Crabel
"119th Annual USTA So Cal Junior Sectional Championships, Orange County",2021-06-12,Andrei Crabel,11.0,Hunter Leija,0.0,"6-2, 6-4",Andrei Crabel
"119th Annual USTA So Cal Junior Sectional Championships, Orange County",2021-06-12,Andrei Crabel,11.0,Takehiro Shuda,10.0,,Andrei Crabel
USTA National Open Hard Court Championships,2021-06-02,Yousef Benhamida,8.0,Andrei Crabel,11.0,"6-1, 6-2",Andrei Crabel
USTA National Open Hard Court Championships,2021-06-01,Andrei Crabel,11.0,Mateusz Smolicki,0.0,,Andrei Crabel
USTA National Open Hard Court Championships,2021-05-31,Andrei Crabel,11.0,Yuvraj Rao,10.0,"6-2, 6-1",Andrei Crabel
Crabel - Dabul UTR Verified League,2021-04-18,Andrei Crabel,11.0,Nathan Bernardo,0.0,"3-6, 6-2, 1-0(7)",Andrei Crabel
Crabel - Dabul UTR Verified League,2021-04-17,Tory Bailey,0.0,Andrei Crabel,11.0,"6-3, 4-6, 1-0(7)",Andrei Crabel
Crabel - Dabul UTR Verified League,2021-03-02,Andrei Crabel,11.0,Tory Bailey,0.0,"6-3, 6-2",Andrei Crabel
Crabel - Dabul UTR Verified League,2021-03-01,Andrei Crabel,11.0,Jason You,0.0,"6-3, 6-4",Andrei Crabel
2021 Crabel - Dabul Tennis UTR Verified singles  $2000 prize money,2021-03-21,Tory Bailey,0.0,Andrei Crabel,11.0,"6-3, 6-3",Andrei Crabel
2021 Crabel - Dabul Tennis UTR Verified singles  $2000 prize money,2021-03-20,Lance Morgan,9.0,Andrei Crabel,11.0,"6-1, 3-6, 1-0(7)",Andrei Crabel
2021 Crabel - Dabul Tennis UTR Verified singles  $2000 prize money,2021-03-20,Takehiro Shuda,10.0,Andrei Crabel,11.0,"6-3, 2-6, 1-0(5)",Andrei Crabel
2021 Crabel - Dabul Tennis UTR Verified singles  $2000 prize money,2021-02-14,Andrew Li,12.0,Andrei Crabel,11.0,"6-4, 4-6, 1-0(2)",Andrei Crabel
2021 Crabel - Dabul Tennis UTR Verified singles  $2000 prize money,2021-02-14,Parker Fry,9.0,Andrei Crabel,11.0,"4-6, 6-4, 1-0(7)",Andrei Crabel
2021 Crabel - Dabul Tennis UTR Verified singles  $2000 prize money,2021-02-07,Andrei Crabel,11.0,Oscar Ornelas,0.0,"3-6, 7-5, 1-0(8)",Andrei Crabel
Crabel - Dabul UTR Verified League,2020-12-14,Andrei Crabel,11.0,J.J. Henderson,0.0,"2-6, 7-5, 1-0(8)",Andrei Crabel
Crabel - Dabul UTR Verified League,2020-12-14,Andrei Crabel,11.0,Jonathan Soeth,0.0,"7-5, 2-6, 1-0(7)",Andrei Crabel
L1 118th Annual USTA Southern California Junior Sectional Championships,2020-11-07,Justin Chung,12.0,Andrei Crabel,11.0,"7-6, 6-4",Andrei Crabel
Crabel - Dabul Fall Tennis UTR Verified singles  $1850 prize money,2020-10-25,Jex Frankel,0.0,Andrei Crabel,11.0,"6-1, 7-5",Andrei Crabel
"L2 The Orange County/J.P. Yamasaki Closed, Anaheim",2020-10-25,Isaiah Nepomuceno,0.0,Andrei Crabel,11.0,"7-6, 6-2",Andrei Crabel
Crabel - Dabul UTR Verified League,2020-10-13,Andrei Crabel,11.0,Seha Yu,9.0,"6-3, 6-1",Andrei Crabel
Crabel - Dabul UTR Verified League,2020-10-13,Darius Tamaddon,9.0,Andrei Crabel,11.0,"5-7, 6-4, 1-0(9)",Andrei Crabel
"L3 Anaheim Tennis Center, Anaheim",2020-09-28,Parashar Bharadwaj,12.0,Andrei Crabel,11.0,"6-1, 6-0",Andrei Crabel
Crabel - Dabul Tennis 3rd UTR Verified singles  $1000 prize money,2020-08-10,Andrei Crabel,11.0,Arianna Audelo,9.0,"6-2, 4-6, 1-0(8)",Andrei Crabel
Crabel - Dabul Tennis UTR singles  & doubles $2000 prize money,2020-07-26,Kenan Rizvanbegovic,0.0,Andrei Crabel,11.0,"4-0, 4-0",Andrei Crabel
"L3 63rd Long Beach Junior Open, Long Beach",2020-03-03,Ivan Savkin,12.0,Andrei Crabel,11.0,"6-1, 6-2",Andrei Crabel
"L3 63rd Long Beach Junior Open, Long Beach",2020-03-03,Andrei Crabel,11.0,Clarence Lai,0.0,"6-2, 6-4",Andrei Crabel
"L4 Moore Tennis Academy, Cathedral City",2020-02-16,Kaveh Brian Taheri,12.0,Andrei Crabel,11.0,"6-3, 6-3",Andrei Crabel
"L4 Moore Tennis Academy, Cathedral City",2020-02-16,Andrei Crabel,11.0,Clarence Lai,0.0,"6-2, 6-3",Andrei Crabel
"L5 Moore Tennis Academy, Cathedral City",2020-02-08,Yubin Joe,10.0,Andrei Crabel,11.0,"6-2, 6-2",Andrei Crabel
"L5 Moore Tennis Academy, Cathedral City",2020-02-08,Andrei Crabel,11.0,Cole West,0.0,"6-3, 6-2",Andrei Crabel
"L5 Lakewood Tennis Center, Lakewood",2020-02-03,Brett Batey,0.0,Andrei Crabel,11.0,"6-3, 7-5",Andrei Crabel
"L5 West Coast Tennis, Manhattan Beach",2020-01-26,Andrei Crabel,11.0,Kaiwen Zhang,0.0,"7-6(4), 6-2",Andrei Crabel
"L5 West Coast Tennis, Manhattan Beach",2020-01-26,Joshua Sorongon,0.0,Andrei Crabel,11.0,"6-4, 6-2",Andrei Crabel
"L4 USTA So Cal Satellite Masters Invitational, Lakewood",2020-01-19,Ryan Bullard,8.0,Andrei Crabel,11.0,"6-2, 6-4",Andrei Crabel
"L4 USTA So Cal Satellite Masters Invitational, Lakewood",2020-01-19,Andrei Crabel,11.0,Matthew Son,0.0,"6-1, 4-6, 1-0(8)",Andrei Crabel
Palm Valley New Year Junior Open Championships (Level 4),2019-12-31,Andrei Crabel,11.0,Luke Millam,0.0,"6-0, 6-2",Andrei Crabel
Palm Valley New Year Junior Open Championships (Level 4),2019-12-31,Eugen Andres,10.0,Andrei Crabel,11.0,"6-2, 6-2",Andrei Crabel
Costa Mesa Holiday Classic Open (Level 5),2019-12-23,Andrei Crabel,11.0,Rish Navuduri,0.0,"6-1, 6-4",Andrei Crabel
Costa Mesa Holiday Classic Open (Level 5),2019-12-23,Andrei Crabel,11.0,Michael Ishizaki,0.0,"6-2, 3-6, 1-0(6)",Andrei Crabel
Costa Mesa Holiday Classic Open (Level 5),2019-12-23,Ian Jiang,0.0,Andrei Crabel,11.0,"2-6, 6-2, 1-0(8)",Andrei Crabel
Moore Tennis Academy Junior Open (Level 5),2019-11-23,Andrei Crabel,11.0,IAN EVENTOV,0.0,"6-0, 6-1",Andrei Crabel
Moore Tennis Academy Junior Open (Level 5),2019-11-23,James Krantz,10.0,Andrei Crabel,11.0,"6-4, 6-2",Andrei Crabel
Robert J. Bohrer Thanksgiving Memorial Tournament (Level 4),2019-11-16,Jorge Yanez,11.0,Andrei Crabel,11.0,"6-4, 6-0",Andrei Crabel
The Orange County/J.P. Yamasaki Junior Closed Tournament (Level 2),2019-10-26,Zino Mirtorabi,0.0,Andrei Crabel,11.0,"6-4, 6-2",Andrei Crabel
15th Annual SCTA Desert Cities Grand Prix Masters Championships (Level 3),2019-10-05,Carson Lee,12.0,Andrei Crabel,11.0,"6-2, 6-3",Andrei Crabel
15th Annual SCTA Desert Cities Grand Prix Masters Championships (Level 3),2019-10-05,Andrei Crabel,11.0,Advik Mareedu,12.0,5-1,Andrei Crabel
1st Annual Matt Stevenson Junior Open Tournament (Level 4),2019-09-29,Nelson Alapi,10.0,Andrei Crabel,11.0,"6-3, 5-7, 1-0(14)",Andrei Crabel
South Bay Fall Open Tournament (Level 5),2019-09-22,Andrei Crabel,11.0,Michael Chang,11.0,"6-4, 6-4",Andrei Crabel
South Bay Fall Open Tournament (Level 5),2019-09-22,Kyle Lundberg,10.0,Andrei Crabel,11.0,"7-6, 6-2",Andrei Crabel
South Bay Fall Open Tournament (Level 5),2019-09-22,Andrei Crabel,11.0,Parker Chang,0.0,"6-4, 6-3",Andrei Crabel
21st Annual Ramada Junior Open Championships (Level 5),2019-08-25,William Lanstra,9.0,Andrei Crabel,11.0,"6-3, 7-6(4)",Andrei Crabel
21st Annual Ramada Junior Open Championships (Level 5),2019-08-25,Andrei Crabel,11.0,Austin Lucca,0.0,,Andrei Crabel
Safe Passage Tennis Jr. Open Tournament (Level 5),2019-08-18,Ian Miller,11.0,Andrei Crabel,11.0,"6-3, 6-4",Andrei Crabel
24th Annual San Luis Obispo Summer Classic (Level 4),2019-08-10,Austin Stone,10.0,Andrei Crabel,11.0,"6-2, 6-1",Andrei Crabel
Westlake Athletic Club Summer Junior Open Tournament (Level 4),2019-08-04,Garrett Althausen,0.0,Andrei Crabel,11.0,"6-4, 6-3",Andrei Crabel
Westlake Athletic Club Summer Junior Open Tournament (Level 4),2019-08-04,Andrei Crabel,11.0,Landon Cronin,8.0,"6-0, 2-0",Andrei Crabel
Anaheim Tennis Center Open Classic (Level 4),2019-08-01,Warren Pham,11.0,Andrei Crabel,11.0,"6-0, 6-1",Andrei Crabel
Anaheim Tennis Center Open Classic (Level 4),2019-08-01,Andrei Crabel,11.0,Micah Ellington,0.0,"2-6, 6-1, 1-0(1)",Andrei Crabel
36th Annual Northridge Junior Open Tournament (Level 4),2019-07-25,Andrei Crabel,11.0,Riley Hillenbrand,0.0,"7-6(7), 6-2",Andrei Crabel
36th Annual Northridge Junior Open Tournament (Level 4),2019-07-25,Eduard Tsaturyan,0.0,Andrei Crabel,11.0,"6-0, 6-3",Andrei Crabel
36th Annual Northridge Junior Open Tournament (Level 4),2019-07-25,Andrei Crabel,11.0,Wyatt Farrar,0.0,"6-0, 6-3",Andrei Crabel
